scene,screen_pct,cvar_name,cvar_value,avg_frame_ms,avg_gpu_ms,avg_game_ms,avg_render_ms,avg_rhi_ms,avg_mem_mb,peak_mem_mb,frames_analysed,csv_file
abandoned-demo,71,r.TemporalAAFilterSize,0.7,33.2387,8.479,2.5778,6.6516,2.1338,2457.9068,2681.8125,300,Profile(20260327_200403).csv
abandoned-demo,71,r.TemporalAAFilterSize,0.9,33.2387,7.2832,2.6881,6.8535,2.2668,2457.153,2680.8125,300,Profile(20260327_200422).csv
abandoned-demo,71,r.TemporalAAFilterSize,0.95,33.2384,10.3883,2.715,6.8986,2.3723,2456.9788,2679.0625,300,Profile(20260327_200441).csv
abandoned-demo,71,r.TemporalAAFilterSize,1.0,33.2372,10.5391,2.6254,6.7581,2.2137,2459.848,2683.0625,300,Profile(20260327_200501).csv
abandoned-demo,71,r.TemporalAA.HistoryScreenPercentage,100,33.2372,10.3642,2.6839,6.8731,2.2297,2457.7157,2679.0625,300,Profile(20260327_200520).csv
abandoned-demo,71,r.TemporalAA.HistoryScreenPercentage,125,33.2399,10.5674,2.9929,8.1424,2.1967,2458.2993,2681.5625,300,Profile(20260327_200547).csv
abandoned-demo,71,r.TemporalAA.HistoryScreenPercentage,150,33.2374,10.6134,2.5643,6.7096,2.2068,2457.8909,2680.8125,300,Profile(20260327_200605).csv
abandoned-demo,71,r.TemporalAA.HistoryScreenPercentage,200,33.2371,10.4793,2.6362,6.67,2.1413,2457.6835,2680.8125,300,Profile(20260327_200624).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.01,33.2366,9.0232,2.6544,6.7822,2.1429,2407.942,2631.3711,300,Profile(20260327_200644).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.02,33.2366,9.0543,2.7586,6.7058,2.133,2410.1106,2632.8711,300,Profile(20260327_200703).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.04,33.237,8.8918,2.634,6.8391,2.2771,2408.5538,2630.8711,300,Profile(20260327_200722).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.06,33.2364,8.8509,2.6011,6.6138,2.1181,2410.1169,2633.1211,300,Profile(20260327_200741).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.1,33.2367,8.7599,2.6217,6.6618,2.1877,2407.3028,2630.8711,300,Profile(20260327_200801).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.2,33.2373,8.9428,2.7416,6.8435,2.2445,2407.3753,2630.1211,300,Profile(20260327_200820).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.5,33.2369,8.9704,2.667,6.8183,2.1979,2409.1094,2632.1211,300,Profile(20260327_200839).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.6,33.2366,9.0093,2.6861,6.7809,2.1821,2406.8671,2629.8711,300,Profile(20260327_200858).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.7,33.2398,8.8756,2.6544,6.7978,2.2664,2408.1013,2630.8711,300,Profile(20260327_200917).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.8,33.2369,8.7836,2.6404,6.7312,2.2035,2409.3421,2631.8711,300,Profile(20260327_200937).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,0.9,33.2388,8.8424,2.6083,6.6536,2.1696,2407.0971,2629.8711,300,Profile(20260327_200955).csv
abandoned-demo,50,r.TemporalAACurrentFrameWeight,1.0,33.2385,8.858,2.7447,6.8319,2.2467,2410.8146,2633.8711,300,Profile(20260327_201014).csv
abandoned-demo,50,r.TemporalAASamples,4,33.2378,8.9044,2.6892,6.7938,2.2133,2407.3555,2629.8711,300,Profile(20260327_201033).csv
abandoned-demo,50,r.TemporalAASamples,8,33.2374,8.8956,2.7166,6.9885,2.3041,2408.3555,2631.1211,300,Profile(20260327_201052).csv
abandoned-demo,50,r.TemporalAASamples,16,33.2373,8.9194,2.6622,6.7543,2.193,2408.1186,2630.6211,300,Profile(20260327_201112).csv
abandoned-demo,50,r.TemporalAASamples,32,33.238,8.8953,2.625,6.6825,2.0943,2409.3463,2632.1211,300,Profile(20260327_201131).csv
abandoned-demo,50,r.TemporalAASamples,64,33.2399,8.8491,2.7042,6.6584,2.0843,2407.348,2629.8711,300,Profile(20260327_201150).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.1,33.2376,8.8546,2.5938,6.6826,2.1641,2408.4946,2630.8711,300,Profile(20260327_201209).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.25,33.237,8.9295,2.5625,6.6937,2.2354,2407.3888,2630.1211,300,Profile(20260327_201228).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.5,33.2364,8.9527,2.7878,6.8542,2.3477,2409.1169,2631.8711,300,Profile(20260327_201248).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.7,33.2364,9.0072,2.6113,6.5431,2.1423,2409.4378,2633.1211,300,Profile(20260327_201307).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.9,33.2395,8.9158,2.6921,6.7539,2.182,2409.2739,2632.8711,300,Profile(20260327_201326).csv
abandoned-demo,50,r.TemporalAAFilterSize,0.95,33.2376,8.8689,2.7953,7.0307,2.2471,2407.6211,2630.1211,300,Profile(20260327_201345).csv
abandoned-demo,50,r.TemporalAAFilterSize,1.0,33.2404,8.875,2.6673,6.6524,2.1926,2408.3442,2630.8711,300,Profile(20260327_201404).csv
abandoned-demo,50,r.TemporalAA.HistoryScreenPercentage,100,33.2365,8.8655,2.6404,6.7427,2.22,2408.5803,2631.1211,300,Profile(20260327_201423).csv
abandoned-demo,50,r.TemporalAA.HistoryScreenPercentage,125,33.2382,6.3456,2.6268,6.707,2.2221,2407.1113,2629.8711,300,Profile(20260327_201443).csv
abandoned-demo,50,r.TemporalAA.HistoryScreenPercentage,150,33.2371,6.2685,2.6657,6.8233,2.2541,2407.2741,2629.8711,300,Profile(20260327_201502).csv
abandoned-demo,50,r.TemporalAA.HistoryScreenPercentage,200,33.2378,8.8509,2.6518,6.7346,2.205,2409.5494,2632.8711,300,Profile(20260327_201521).csv
