scene,n_variations,mean_cgvqm_all,std_cgvqm_all,min_cgvqm_all,max_cgvqm_all,range_cgvqm_all,median_cgvqm_all,mean_cgvqm_alpha_weight,std_cgvqm_alpha_weight,range_cgvqm_alpha_weight,mean_cgvqm_num_samples,std_cgvqm_num_samples,range_cgvqm_num_samples,mean_cgvqm_filter_size,std_cgvqm_filter_size,range_cgvqm_filter_size,mean_cgvqm_hist_percent,std_cgvqm_hist_percent,range_cgvqm_hist_percent,mean_frame_error_all,max_frame_error_all
wildwest-bar,35,94.69664197649274,0.44565637219412674,94.1586685180664,95.83391571044922,1.6752471923828125,94.51431274414062,94.9117660522461,0.48202706075623897,1.4471893310546875,94.4437026977539,0.0755919037587803,0.17081451416014204,94.4525626046317,0.07953765364638456,0.1728515625,94.7322568026456,0.5319637181860926,1.4651641845703125,5.303358441806974,37.14234161376953
quarry-rocksonly,35,94.96903294154576,0.6480156129393496,94.3418426513672,96.35212707519533,2.010284423828125,94.62242126464844,95.50647989908855,0.8013265290367957,2.010284423828125,94.53290252685547,0.09560803672592773,0.2437286376953267,94.61097717285156,0.01861517597917499,0.04515838623046875,94.80882193825461,0.3972914218769305,1.164703369140625,5.030967415923164,65.03331756591797
wildwest-behindcounter,35,95.31916176932198,0.24420138170712113,95.02728271484376,95.90682983398438,0.8795471191406108,95.31267547607422,95.40189615885417,0.28924965616117365,0.8729324340820312,95.18978424072266,0.12224288979369864,0.26944732666015625,95.21934618268695,0.12643735998674735,0.2943878173827983,95.35123304887252,0.265455683896222,0.7934722900390625,4.68083828562782,28.808565139770508
scifi,35,95.72902570452008,0.28590704371442,95.39128875732422,96.34674835205078,0.9554595947265625,95.56633758544922,95.96725273132324,0.33809621478359836,0.8842163085937358,95.52219085693359,0.07847856717144658,0.19132232666015625,95.56603131975446,0.0001598188848924587,0.00045776367188921085,95.66688121448864,0.19334969949006334,0.566986083984375,4.270973860400064,18.374296188354492
subway-lookdown,35,95.96784057617188,0.6477649172659575,95.085693359375,97.39644622802734,2.3107528686523438,95.6189956665039,96.51562054951985,0.833766426492599,2.3107528686523438,95.55734252929688,0.10745372042801087,0.257720947265625,95.61856842041016,0.0004832886722112342,0.00101470947265625,95.77911654385653,0.29737887146426606,0.8397979736327983,4.032159624553861,27.140464782714844
abandoned,35,96.22453264508928,0.39561448699978846,95.590087890625,97.1762466430664,1.5861587524414062,96.04389190673828,96.45815976460774,0.5275122923115257,1.5861587524414062,95.98892822265626,0.0751442643848349,0.19519805908201704,96.02801513671875,0.03439819929641159,0.10237121582029829,96.20181621204723,0.3197160284009364,0.9303512573242188,3.7754674556823002,14.433619499206545
cubetest,34,97.14851177439971,0.24523936868614915,96.84618377685548,97.78823852539062,0.942054748535142,97.02973175048828,97.29945309956868,0.3041348350316866,0.942054748535142,96.9972900390625,0.05154839764452396,0.130584716796875,97.02827453613281,0.0025958783655339285,0.00868988037110796,97.12715911865234,0.22682649801871718,0.6968536376952983,2.8514884911214606,11.875826835632324
abandoned-demo,34,97.32172932344325,0.26639117920224076,97.04129028320312,97.85547637939452,0.814186096191392,97.17527389526367,97.52914492289226,0.31581000024116346,0.762001037597642,97.14678344726562,0.060939018686408414,0.14434051513671875,97.17382485525948,0.0016379337974460255,0.00487518310546875,97.26383666992187,0.20383106732650147,0.61474609375,2.6782709361408275,7.102329254150391
resto-close,35,97.78662850516183,0.2532313946799711,96.87020874023438,98.04976654052734,1.1795578002929688,97.87156677246094,97.62424850463867,0.38242301670730966,1.1795578002929688,97.79641265869141,0.062334817855082957,0.1592254638671875,97.87156786237445,0.0004306933110209135,0.00109100341796875,97.90527066317472,0.05813763025644973,0.14231109619142046,2.213371664331073,17.7083740234375
oldmine-close,35,97.91244615827289,0.42626063377587725,96.79378509521484,98.86211395263672,2.068328857421875,97.79334259033205,98.16873741149902,0.6467054132639265,2.068328857421875,97.70147399902343,0.2052913902662934,0.49782562255859375,97.77297537667411,0.04904614528675407,0.13207244873048296,97.81750626997514,0.1217108621229995,0.3551025390624716,2.107671179999256,16.991039276123047
resto-pan,35,98.23628801618304,0.04795275000639804,98.18122100830078,98.35118865966795,0.1699676513671733,98.21444702148438,98.27499008178711,0.05976272493346511,0.1699676513671733,98.1996337890625,0.011029042020705131,0.0283966064453125,98.21324702671596,0.0027180843282182733,0.006980895996107961,98.2253910411488,0.02940968081977765,0.078125,1.763712602825392,6.608748912811279
resto-fwd,35,98.24102521623884,0.11416103527285258,98.11202239990234,98.50894927978516,0.3969268798828125,98.18424987792967,98.31065368652344,0.13720904163379632,0.3969268798828125,98.16599578857422,0.022690933702985538,0.0565948486328125,98.1797114780971,0.006148241880390343,0.0119781494140625,98.2381890036843,0.11000395798742846,0.3064575195312642,1.7589747197684784,6.991121768951416
