scene,param_group,param_value,cgvqm_score,mean_frame_error,max_frame_error,min_frame_error,std_frame_error,num_frames
lightfoliage-close,filter_size,1.0,76.35812377929688,23.64187410990397,34.193084716796875,9.64648151397705,4.529569567123684,150
lightfoliage-close,hist_percent,1,76.37715148925781,23.622845942179364,34.48477554321289,9.646317481994629,4.501787355599234,150
lightfoliage-close,hist_percent,10,76.33927154541016,23.660730171203614,34.47504806518555,9.646026611328125,4.544941475237889,150
lightfoliage-close,hist_percent,100,76.36615753173828,23.633845354715984,34.45369338989258,9.645628929138184,4.514269150074458,150
lightfoliage-close,hist_percent,125,77.43915557861328,22.560847263336182,32.465354919433594,9.504847526550293,4.298326410224633,150
lightfoliage-close,hist_percent,15,76.35798645019531,23.642012577056885,34.18405532836914,9.646773338317871,4.529623593008985,150
lightfoliage-close,hist_percent,150,78.74028015136719,21.25972385406494,31.13129997253418,8.81208324432373,4.096317658121497,150
lightfoliage-close,hist_percent,200,80.52698516845703,19.47301525433858,29.475923538208008,7.677215099334717,3.9637194714583024,150
lightfoliage-close,hist_percent,30,76.37210083007812,23.62789758682251,34.42893981933594,9.646364212036133,4.508502409173862,150
lightfoliage-close,hist_percent,5,76.3580322265625,23.641963806152344,34.18589401245117,9.646227836608887,4.529677027799307,150
lightfoliage-close,hist_percent,50,76.37376403808594,23.626239878336587,34.458621978759766,9.645681381225586,4.502826286378423,150
lightfoliage-close,hist_percent,75,76.35819244384766,23.641805260976156,34.19327163696289,9.646445274353027,4.529544561478783,150
oldmine,alpha_weight,0.01,87.1959228515625,12.804080619812012,41.29021072387695,5.70536470413208,4.635912410083695,150
oldmine,alpha_weight,0.02,88.23150634765625,11.76849815050761,35.651344299316406,5.1691060066223145,4.094316258107307,150
oldmine,alpha_weight,0.04,89.56732940673828,10.432670542399089,38.74469757080078,4.369183540344238,4.412461733432742,150
oldmine,alpha_weight,0.06,90.65071105957031,9.349287705421448,32.10170364379883,3.966479539871216,3.610305438594819,150
oldmine,alpha_weight,0.1,91.92442321777344,8.075573652585348,33.737815856933594,3.32757568359375,3.6498475421467047,150
oldmine,alpha_weight,0.2,93.6136474609375,6.386350607872009,21.499814987182617,2.717235565185547,2.036800526103833,150
oldmine,alpha_weight,0.5,93.93324279785156,6.066757707595825,14.22026252746582,2.473142385482788,1.1583609337013772,150
oldmine,alpha_weight,0.6,93.589111328125,6.410886990229288,8.979567527770996,2.6035869121551514,0.9446261984122475,150
oldmine,alpha_weight,0.7,93.09715270996094,6.902847146987915,10.705108642578125,2.684459924697876,1.0803803534312226,150
oldmine,alpha_weight,0.8,92.68366241455078,7.316338386535644,8.912556648254395,2.7705976963043213,1.1983646911991679,150
oldmine,alpha_weight,0.9,91.61480712890625,8.385189288457235,10.573959350585938,3.1271121501922607,1.4317584834148123,150
oldmine,alpha_weight,1.0,91.01475524902344,8.985241335233052,11.902976989746094,3.233699083328247,1.6743654319803798,150
oldmine,num_samples,16,89.430908203125,10.569091628392538,39.30770492553711,4.473421573638916,4.48034612217371,150
oldmine,num_samples,32,89.65258026123047,10.347422386805217,33.605037689208984,4.407447338104248,3.8489573614699677,150
oldmine,num_samples,4,89.33309173583984,10.666910953521729,39.64567184448242,4.379971504211426,4.689755859763527,150
oldmine,num_samples,64,89.67759704589844,10.32240372021993,38.93273162841797,4.332370758056641,4.336974463527632,150
oldmine,num_samples,8,89.64128112792969,10.35872104326884,33.87955093383789,4.433860778808594,3.880941088070316,150
oldmine,filter_size,0.1,89.77671813964844,10.223285977045695,33.81612777709961,4.3404364585876465,3.8994153302889387,150
oldmine,filter_size,0.25,89.51551818847656,10.484483757019042,38.788124084472656,4.411159515380859,4.409315212564881,150
oldmine,filter_size,0.5,89.64200592041016,10.35799778620402,33.88720703125,4.432345867156982,3.88304934034665,150
oldmine,filter_size,0.7,89.69817352294922,10.301825733184815,38.626991271972656,4.281432628631592,4.423322294058623,150
oldmine,filter_size,0.9,89.83802795410156,10.161971995035808,33.77345275878906,4.290588855743408,3.9048034862748944,150
oldmine,filter_size,0.95,89.49047088623047,10.50953327814738,38.81095886230469,4.433245658874512,4.408408683792259,150
oldmine,filter_size,1.0,89.84514617919922,10.154851055145263,33.780860900878906,4.281295299530029,3.9088598126661425,150
oldmine,hist_percent,1,89.68757629394531,10.312424160639445,38.67897415161133,4.289557456970215,4.430708346439188,150
oldmine,hist_percent,10,89.49090576171875,10.509096864064535,38.80732345581055,4.4315571784973145,4.407548119709728,150
oldmine,hist_percent,100,89.7149429321289,10.285057274500529,33.8387451171875,4.3723554611206055,3.8894222917186134,150
oldmine,hist_percent,125,90.34829711914062,9.651704975763957,37.11787414550781,4.017542839050293,4.28354053161394,150
oldmine,hist_percent,15,89.83882141113281,10.161182498931884,33.781822204589844,4.289544105529785,3.906815055379871,150
oldmine,hist_percent,150,91.2706527709961,8.729348839124043,31.033967971801758,3.6789956092834473,3.6045198880881,150
oldmine,hist_percent,200,91.5337905883789,8.46620910803477,33.60770797729492,3.582242965698242,3.7870637045716546,150
oldmine,hist_percent,30,89.56548309326172,10.434515371322632,38.747047424316406,4.3713483810424805,4.411449780508099,150
oldmine,hist_percent,5,89.84597778320312,10.154025071461996,33.78037643432617,4.279812812805176,3.908101679724145,150
oldmine,hist_percent,50,89.77543640136719,10.224564065933228,33.82917785644531,4.34021520614624,3.904794133492576,150
oldmine,hist_percent,75,89.69290161132812,10.307096373240153,38.6826171875,4.281877517700195,4.430390244437777,150
oldmine-close,alpha_weight,0.01,96.79378509521484,3.239905261510127,16.991039276123047,0.4868704676628113,2.8534013020966693,148
oldmine-close,alpha_weight,0.02,97.33203125,2.6959768912276707,14.820319175720215,0.37082961201667786,2.6556520523703915,148
oldmine-close,alpha_weight,0.04,97.7831802368164,2.2393210941069834,16.090843200683594,0.32034844160079956,2.6046652498786234,148
oldmine-close,alpha_weight,0.06,98.14483642578125,1.8729952467051711,13.531490325927734,0.3043634295463562,2.1698045590951645,148
oldmine-close,alpha_weight,0.1,98.32937622070312,1.6853758936395515,14.183572769165039,0.32452479004859924,1.9697554805892465,148
oldmine-close,alpha_weight,0.2,98.74500274658203,1.264583595902533,9.081286430358887,0.3079170286655426,1.079955213287825,148
oldmine-close,alpha_weight,0.5,98.83555603027344,1.1727518286253955,5.472043037414551,0.3194829821586609,0.5212368790935571,148
oldmine-close,alpha_weight,0.6,98.86211395263672,1.1463141479604952,3.1312904357910156,0.31738516688346863,0.2989486678115931,148
oldmine-close,alpha_weight,0.7,98.66693878173828,1.343299547764095,3.77299427986145,0.36409327387809753,0.38300661668627073,148
oldmine-close,alpha_weight,0.8,98.55400848388672,1.4574574425413802,2.689415216445923,0.39417096972465515,0.35556936564268116,148
oldmine-close,alpha_weight,0.9,98.23001098632812,1.7848621425596443,3.244563579559326,0.4671545922756195,0.479468385806634,148
oldmine-close,alpha_weight,1.0,97.74800872802734,2.2714443690068014,3.4266531467437744,0.5824394822120667,0.6227673403619008,148
oldmine-close,num_samples,16,97.72716522216797,2.295638900552247,16.437767028808594,0.3339686989784241,2.659935381354992,148
oldmine-close,num_samples,32,97.82211303710938,2.199237361751698,14.250565528869629,0.3323972821235657,2.419580726429723,148
oldmine-close,num_samples,4,97.34280395507812,2.6826712088407696,16.769330978393555,0.4179261326789856,2.858573574298344,148
oldmine-close,num_samples,64,97.774658203125,2.2473532495063706,16.61867332458496,0.3408079743385315,2.5541310379628968,148
oldmine-close,num_samples,8,97.84062957763672,2.1810561978333705,14.233675956726074,0.32002198696136475,2.4219773421643103,148
oldmine-close,filter_size,0.1,97.73947143554688,2.2826877844494744,14.333220481872559,0.354406476020813,2.4207108781138533,148
oldmine-close,filter_size,0.25,97.70679473876953,2.3160898568662436,16.162370681762695,0.34689778089523315,2.6036299652686195,148
oldmine-close,filter_size,0.5,97.8388671875,2.1828754626818605,14.236004829406738,0.31918197870254517,2.4242746745835118,148
oldmine-close,filter_size,0.7,97.74784851074219,2.2747659157659554,16.150440216064453,0.33596912026405334,2.607653224323728,148
oldmine-close,filter_size,0.9,97.82966613769531,2.1921495495213046,14.216204643249512,0.31949660181999207,2.418019361091662,148
oldmine-close,filter_size,0.95,97.75483703613281,2.2678434584994576,16.11794662475586,0.3254079818725586,2.604193576050631,148
oldmine-close,filter_size,1.0,97.79334259033203,2.2286073158721664,14.287579536437988,0.336302787065506,2.4251040044262684,148
oldmine-close,hist_percent,1,97.70272064208984,2.320046878545671,16.189849853515625,0.34684133529663086,2.5926367545832525,148
oldmine-close,hist_percent,10,97.78487396240234,2.2375914498760894,16.080242156982422,0.32316911220550537,2.5982129446171864,148
oldmine-close,hist_percent,100,97.76162719726562,2.260417324667041,14.282843589782715,0.34884122014045715,2.4150785449136656,148
oldmine-close,hist_percent,125,97.83024597167969,2.190585283612883,15.289785385131836,0.35860535502433777,2.380036759988113,148
oldmine-close,hist_percent,15,97.75921630859375,2.262916960627646,14.313626289367676,0.34582847356796265,2.4224486416604134,148
oldmine-close,hist_percent,150,98.04508972167969,1.973230344620911,12.8494873046875,0.34242990612983704,2.0420947931488773,148
oldmine-close,hist_percent,200,98.04421997070312,1.973696997439539,13.333680152893066,0.36318424344062805,1.9816115581336737,148
oldmine-close,hist_percent,30,97.68998718261719,2.332939354149071,16.179203033447266,0.35247328877449036,2.598967665485851,148
oldmine-close,hist_percent,5,97.79924011230469,2.2226604607862397,14.248957633972168,0.3339351713657379,2.4190707908481968,148
oldmine-close,hist_percent,50,97.8407974243164,2.180904754714386,14.232274055480957,0.3205883502960205,2.4244085559968793,148
oldmine-close,hist_percent,75,97.73455047607422,2.2882377672437073,16.156728744506836,0.33734798431396484,2.606090608584531,148
oldmine-warm,alpha_weight,0.01,73.62928771972656,28.269516692256296,59.319400787353516,7.610989570617676,15.836920424740956,151
oldmine-warm,alpha_weight,0.02,92.10067749023438,8.061993736304984,24.758838653564453,2.7431087493896484,2.923376894075596,151
oldmine-warm,alpha_weight,0.04,74.85066223144531,27.005232766764053,58.079280853271484,7.016661643981934,15.779360487782165,151
oldmine-warm,alpha_weight,0.06,93.64265441894531,6.460020314778713,22.48161506652832,2.216667652130127,2.5321042829949074,151
oldmine-warm,alpha_weight,0.1,76.40275573730469,25.390449786028324,55.23426055908203,6.334701061248779,15.689726423909748,151
oldmine-warm,alpha_weight,0.2,95.95277404785156,4.028521637253414,14.89822769165039,1.3371474742889404,1.417583179638655,151
oldmine-warm,alpha_weight,0.5,78.01554870605469,23.698370624062242,47.07307052612305,5.287197589874268,15.522395576255287,151
oldmine-warm,alpha_weight,0.6,96.14685821533203,3.8228770873404496,7.77671480178833,1.2080484628677368,0.7983736991221826,151
oldmine-warm,alpha_weight,0.7,77.47086334228516,24.288937799188474,47.78321075439453,5.306890487670898,15.478378256002502,151
oldmine-warm,alpha_weight,0.8,95.35088348388672,4.706152357802486,7.638662815093994,1.4673686027526855,0.9477186063589137,151
oldmine-warm,alpha_weight,0.9,76.65471649169922,25.18663645738008,48.799224853515625,5.589938640594482,15.40772961764946,151
oldmine-warm,alpha_weight,1.0,94.37559509277344,5.7734833750503745,8.707008361816406,1.6352084875106812,1.2476757692540081,151
oldmine-warm,num_samples,16,74.81330871582031,27.039454681194382,58.26388168334961,7.040536403656006,15.813933023188827,151
oldmine-warm,num_samples,32,92.90784454345703,7.220399842357004,23.309633255004883,2.493380546569824,2.670925501328122,151
oldmine-warm,num_samples,4,74.67813873291016,27.188885546677948,58.87142562866211,7.081023693084717,15.82812432296652,151
oldmine-warm,num_samples,64,74.8731689453125,26.97614640115902,57.62458801269531,7.042686939239502,15.73840876897543,151
oldmine-warm,num_samples,8,93.0134506225586,7.105997139254943,23.544038772583008,2.4563815593719482,2.709334315983058,151
oldmine-warm,filter_size,0.1,92.90523529052734,7.224502794000487,23.71552085876465,2.482632637023926,2.7421551620616147,151
oldmine-warm,filter_size,0.25,74.79303741455078,27.063847020761855,58.19322204589844,7.031246662139893,15.796648132956827,151
oldmine-warm,filter_size,0.5,93.01609802246094,7.098782424105714,23.493946075439453,2.4707634449005127,2.6901451482291,151
oldmine-warm,filter_size,0.7,74.85319519042969,26.999991382194672,58.0489387512207,7.013749122619629,15.775445905355168,151
oldmine-warm,filter_size,0.9,92.98408508300781,7.134581267438977,23.697494506835938,2.4630494117736816,2.7426041639467234,151
oldmine-warm,filter_size,0.95,74.85040283203125,27.00443737080555,57.98633575439453,7.017575740814209,15.77918095829918,151
oldmine-warm,filter_size,1.0,93.02013397216797,7.096638385823231,23.474851608276367,2.448880195617676,2.7042823213289897,151
oldmine-warm,hist_percent,1,74.83099365234375,27.022641030368426,58.112491607666016,7.022742748260498,15.780244698586795,151
oldmine-warm,hist_percent,10,74.85511779785156,26.999114286031155,58.122928619384766,7.005796909332275,15.800799304232568,151
oldmine-warm,hist_percent,100,92.9781265258789,7.148481135336769,23.632959365844727,2.460759401321411,2.723274357518606,151
oldmine-warm,hist_percent,125,76.273681640625,25.579946615838058,56.53055191040039,6.365190029144287,15.861589154938555,151
oldmine-warm,hist_percent,15,92.92427825927734,7.200142724624532,23.67938995361328,2.483973979949951,2.735619040539159,151
oldmine-warm,hist_percent,150,95.55050659179688,4.534885031498031,20.126968383789062,1.3856754302978516,2.4698029160195376,151
oldmine-warm,hist_percent,200,77.81781768798828,23.976875917801003,53.13526916503906,5.7368292808532715,15.783086419291841,151
oldmine-warm,hist_percent,30,74.83192443847656,27.023276095358742,58.17400360107422,7.020918369293213,15.787615787837895,151
oldmine-warm,hist_percent,5,92.98711395263672,7.129995347648267,23.587257385253906,2.4708664417266846,2.7020569198653894,151
oldmine-warm,hist_percent,50,93.03446960449219,7.093871656632581,23.570589065551758,2.434100389480591,2.7345461122496104,151
oldmine-warm,hist_percent,75,74.81536102294922,27.037631609581954,58.08193588256836,7.028777599334717,15.783906924480394,151
quarry-all,alpha_weight,0.01,82.05805969238281,17.941941881179808,81.18584442138672,6.524453639984131,8.828962976801085,150
quarry-all,alpha_weight,0.02,82.91857147216797,17.081428152720132,75.92217254638672,5.993123531341553,8.335936886061713,150
quarry-all,alpha_weight,0.04,83.06209564208984,16.937905775705975,77.54097747802734,6.164821147918701,8.226821189976295,150
quarry-all,alpha_weight,0.06,84.31968688964844,15.680310481389364,70.03966522216797,5.585855484008789,7.371512675660506,150
quarry-all,alpha_weight,0.1,84.86590576171875,15.134095287322998,67.12977600097656,5.669412612915039,6.705796197679024,150
quarry-all,alpha_weight,0.2,87.6344223022461,12.365576890309653,50.20216751098633,4.733454704284668,4.6189834996606285,150
quarry-all,alpha_weight,0.5,89.55773162841797,10.442270943323772,25.482500076293945,4.636725902557373,2.426382103183159,150
quarry-all,alpha_weight,0.6,90.3222427368164,9.677757097880045,21.795366287231445,4.236064434051514,2.2086764866058584,150
quarry-all,alpha_weight,0.7,89.6136245727539,10.38637506167094,22.722915649414062,4.694151878356934,2.4412432005820075,150
quarry-all,alpha_weight,0.8,89.98104095458984,10.018959401448567,21.88045310974121,4.387216567993164,2.5397389596747577,150
quarry-all,alpha_weight,0.9,88.92483520507812,11.075167338053385,25.0512638092041,4.934920310974121,2.959796251813849,150
quarry-all,alpha_weight,1.0,89.04075622558594,10.959245875676473,25.521041870117188,4.686774253845215,3.231883605896466,150
quarry-all,num_samples,16,82.96293640136719,17.037068360646565,77.50181579589844,6.127405643463135,8.226073304146132,150
quarry-all,num_samples,32,83.54080963134766,16.459194008509318,75.49803161621094,5.64686393737793,8.042207495704888,150
quarry-all,num_samples,4,82.85186767578125,17.148127727508545,78.10051727294922,6.249691009521484,8.332030676896595,150
quarry-all,num_samples,64,82.95445251464844,17.045549093882244,74.64336395263672,6.202115535736084,7.998032916745872,150
quarry-all,num_samples,8,83.60906219482422,16.390939038594563,77.06819152832031,5.770391941070557,8.214191407983531,150
quarry-all,filter_size,0.1,83.60519409179688,16.394808654785155,77.0859146118164,5.777566909790039,8.2150990424406,150
quarry-all,filter_size,0.25,83.00980377197266,16.990199082692463,77.49789428710938,6.192019462585449,8.214642926478785,150
quarry-all,filter_size,0.5,83.6087417602539,16.391259473164876,77.06452178955078,5.777395248413086,8.21359088960573,150
quarry-all,filter_size,0.7,83.0400161743164,16.959983771642047,77.56165313720703,6.1877923011779785,8.224689737109076,150
quarry-all,filter_size,0.9,83.59068298339844,16.409319616953532,73.12326049804688,5.770712375640869,7.8726611386960395,150
quarry-all,filter_size,0.95,83.03897094726562,16.961025988260904,77.57549285888672,6.18361234664917,8.223857371905684,150
quarry-all,filter_size,1.0,83.61213684082031,16.387861709594727,77.08447265625,5.770317554473877,8.215351609783616,150
quarry-all,hist_percent,1,83.04688262939453,16.953116490046185,77.47970581054688,6.178892612457275,8.212436824254908,150
quarry-all,hist_percent,10,83.03364562988281,16.966351826985676,77.49323272705078,6.173413276672363,8.217415250836952,150
quarry-all,hist_percent,100,83.59071350097656,16.409282162984212,76.95345306396484,5.779201984405518,8.197370589698838,150
quarry-all,hist_percent,125,84.51136016845703,15.488640848795573,69.3984146118164,5.5745530128479,7.312789720621064,150
quarry-all,hist_percent,15,83.66250610351562,16.337496198018393,73.35089874267578,5.771097660064697,7.889175039509093,150
quarry-all,hist_percent,150,86.5639877319336,13.43601414680481,62.75959777832031,4.71746826171875,6.500261622281894,150
quarry-all,hist_percent,200,87.53939056396484,12.46061385790507,52.72268295288086,4.714222431182861,5.331759816488466,150
quarry-all,hist_percent,30,83.00616455078125,16.993831316630047,77.45355224609375,6.181683540344238,8.212505868799553,150
quarry-all,hist_percent,5,83.57106018066406,16.42894213994344,73.32256317138672,5.777336120605469,7.89917509392694,150
quarry-all,hist_percent,50,83.58719635009766,16.41280209541321,73.22865295410156,5.769946098327637,7.887098945047309,150
quarry-all,hist_percent,75,82.98614501953125,17.01385392189026,77.55805206298828,6.180340766906738,8.22512855313695,150
quarry-rocksonly,alpha_weight,0.01,94.34184265136719,5.658159612814585,64.59890747070312,1.7389055490493774,8.284035409659667,150
quarry-rocksonly,alpha_weight,0.02,94.39366149902344,5.606340863704681,65.03331756591797,1.7971526384353638,8.208892417328153,150
quarry-rocksonly,alpha_weight,0.04,94.56732940673828,5.432667817274729,61.057586669921875,1.7760895490646362,7.604984274018651,150
quarry-rocksonly,alpha_weight,0.06,94.84807586669922,5.15192229350408,59.6868782043457,1.7362549304962158,7.283968398633696,150
quarry-rocksonly,alpha_weight,0.1,95.05474853515625,4.945249156157176,52.22600173950195,1.7812827825546265,6.133893775591366,150
quarry-rocksonly,alpha_weight,0.2,95.72370910644531,4.276288638909658,40.81582260131836,1.8010940551757812,4.422940354708915,150
quarry-rocksonly,alpha_weight,0.5,96.28349304199219,3.7165096656481427,16.988435745239258,1.735724687576294,1.815474455352094,150
quarry-rocksonly,alpha_weight,0.6,96.35212707519531,3.647872375647227,16.574481964111328,1.735131025314331,1.81305930670522,150
quarry-rocksonly,alpha_weight,0.7,96.21855163574219,3.781451855500539,14.522393226623535,1.7505788803100586,1.7826431764402086,150
quarry-rocksonly,alpha_weight,0.8,96.22972106933594,3.7702821485201516,15.805182456970215,1.746166706085205,1.9682888165323593,150
quarry-rocksonly,alpha_weight,0.9,96.03475189208984,3.965246096452077,16.00555419921875,1.7529842853546143,2.1601203052821987,150
quarry-rocksonly,alpha_weight,1.0,96.02974700927734,3.9702528651555378,17.720930099487305,1.7390515804290771,2.4315487674053036,150
quarry-rocksonly,num_samples,16,94.5116958618164,5.488305765787761,62.91328048706055,1.7734737396240234,7.867194962160487,150
quarry-rocksonly,num_samples,32,94.60678100585938,5.393217236995697,61.87887954711914,1.8425313234329224,7.694317810978943,150
quarry-rocksonly,num_samples,4,94.39127349853516,5.60872523466746,64.72262573242188,1.7438396215438843,8.249494808180962,150
quarry-rocksonly,num_samples,64,94.51976013183594,5.480241407553355,59.421627044677734,1.8087176084518433,7.3863685797495195,150
quarry-rocksonly,num_samples,8,94.63500213623047,5.364995367527008,62.478240966796875,1.7487313747406006,7.755916970184184,150
quarry-rocksonly,filter_size,0.1,94.62806701660156,5.371932860215505,62.5258903503418,1.774339199066162,7.76045822594376,150
quarry-rocksonly,filter_size,0.25,94.60747528076172,5.39252288500468,61.019500732421875,1.735860824584961,7.610800417908869,150
quarry-rocksonly,filter_size,0.5,94.62288665771484,5.377115778128306,62.535030364990234,1.7801591157913208,7.761020034609767,150
quarry-rocksonly,filter_size,0.7,94.5829086303711,5.417090244293213,61.05149841308594,1.7748548984527588,7.609570405263802,150
quarry-rocksonly,filter_size,0.9,94.62017059326172,5.379832994937897,62.53179931640625,1.7834945917129517,7.7593831166384435,150
quarry-rocksonly,filter_size,0.95,94.58844757080078,5.41155592362086,61.02967071533203,1.7485002279281616,7.605723410580926,150
quarry-rocksonly,filter_size,1.0,94.62688446044922,5.373112610975901,62.527408599853516,1.748623013496399,7.762749684455129,150
quarry-rocksonly,hist_percent,1,94.6030502319336,5.396952827771504,61.029815673828125,1.7346696853637695,7.6108137135896445,150
quarry-rocksonly,hist_percent,10,94.57544708251953,5.424556201299032,61.0203971862793,1.7497199773788452,7.601052058141262,150
quarry-rocksonly,hist_percent,100,94.58992004394531,5.41007751305898,62.50615692138672,1.7470507621765137,7.746827043397106,150
quarry-rocksonly,hist_percent,125,94.94246673583984,5.057530791759491,55.67615509033203,1.7259385585784912,6.880844041756392,150
quarry-rocksonly,hist_percent,15,94.62242126464844,5.377582954565684,62.535179138183594,1.781558871269226,7.760365699725259,150
quarry-rocksonly,hist_percent,150,95.41116333007812,4.588836554686228,52.951988220214844,1.6155587434768677,6.393449591155148,150
quarry-rocksonly,hist_percent,200,95.73003387451172,4.269966560204824,43.96995162963867,1.5207306146621704,5.249461676032322,150
quarry-rocksonly,hist_percent,30,94.5653305053711,5.434669838746388,61.05015563964844,1.777758002281189,7.603181734648888,150
quarry-rocksonly,hist_percent,5,94.6555404663086,5.344456840356191,62.530662536621094,1.7392419576644897,7.77017194263469,150
quarry-rocksonly,hist_percent,50,94.61361694335938,5.386386726697286,62.52328109741211,1.7699953317642212,7.7564680004335065,150
quarry-rocksonly,hist_percent,75,94.58805084228516,5.411951049168905,61.01853561401367,1.750289797782898,7.605977577177753,150
resto-close,alpha_weight,0.01,97.83208465576172,2.167918430964152,13.8866548538208,0.6540982127189636,1.8577523214140867,150
resto-close,alpha_weight,0.02,97.8445053100586,2.155493309100469,13.859003067016602,0.6510827541351318,1.849900206172682,150
resto-close,alpha_weight,0.04,97.87152862548828,2.128473441998164,13.766812324523926,0.6445740461349487,1.8234529842191503,150
resto-close,alpha_weight,0.06,97.9051284790039,2.0948738765716555,13.513123512268066,0.639218807220459,1.767886733852926,150
resto-close,alpha_weight,0.1,97.96995544433594,2.0300424881776173,12.818358421325684,0.6312824487686157,1.6252769745591236,150
resto-close,alpha_weight,0.2,98.04976654052734,1.9502333295345307,11.183850288391113,0.6182385087013245,1.3638034551345313,150
resto-close,alpha_weight,0.5,97.77554321289062,2.2244583241144817,11.414301872253418,0.6109116673469543,1.6947285480968304,150
resto-close,alpha_weight,0.6,97.6148910522461,2.385112470785777,12.334476470947266,0.618112325668335,1.955169449339416,150
resto-close,alpha_weight,0.7,97.43843078613281,2.5615732967853546,13.412924766540527,0.6279844045639038,2.2453157754353925,150
resto-close,alpha_weight,0.8,97.25505065917969,2.7449491254488625,14.505301475524902,0.640471339225769,2.5417163664371603,150
resto-close,alpha_weight,0.9,97.06388854980469,2.9361139782269796,15.71662425994873,0.6547929048538208,2.8506214978845583,150
resto-close,alpha_weight,1.0,96.87020874023438,3.129792132774989,16.956289291381836,0.6723411679267883,3.156789954420804,150
resto-close,num_samples,16,97.75635528564453,2.243642036120097,17.39801597595215,0.6397823095321655,2.260148637961991,150
resto-close,num_samples,32,97.81909942626953,2.1808975780010225,15.43294906616211,0.6428740620613098,2.023881403089213,150
resto-close,num_samples,4,97.71221160888672,2.2877867607275646,17.7083740234375,0.6566956043243408,2.3114635704187596,150
resto-close,num_samples,64,97.82295989990234,2.177042268117269,15.316671371459961,0.6376582384109497,2.0059232648128864,150
resto-close,num_samples,8,97.8714370727539,2.128564065694809,13.75585651397705,0.6448657512664795,1.8216893828437244,150
resto-close,filter_size,0.1,97.87199401855469,2.1280023713906604,13.754743576049805,0.645152747631073,1.8212525177217405,150
resto-close,filter_size,0.25,97.87104797363281,2.1289524137973785,13.767857551574707,0.6449146866798401,1.8235210393845809,150
resto-close,filter_size,0.5,97.87179565429688,2.1282012434800466,13.755711555480957,0.6450505256652832,1.8217893023474652,150
resto-close,filter_size,0.7,97.87203216552734,2.127965079943339,13.762237548828125,0.6445801258087158,1.8227988092876501,150
resto-close,filter_size,0.9,97.87094116210938,2.1290585458278657,13.753997802734375,0.6461310386657715,1.821366692683569,150
resto-close,filter_size,0.95,97.87159729003906,2.128402702411016,13.766613006591797,0.644436240196228,1.8236093187673938,150
resto-close,filter_size,1.0,97.87156677246094,2.1284340409437816,13.755260467529297,0.6458494663238525,1.8218004912656784,150
resto-close,hist_percent,1,97.87158203125,2.1284163991610208,13.76391315460205,0.6444892287254333,1.8232709930523827,150
resto-close,hist_percent,10,97.87166595458984,2.1283331724007923,13.763603210449219,0.6445849537849426,1.8233713723488627,150
resto-close,hist_percent,100,97.8717041015625,2.1282980966567995,13.754002571105957,0.6452032923698425,1.8217363243315796,150
resto-close,hist_percent,125,97.97559356689453,2.024405666589737,13.015037536621094,0.6344863772392273,1.6989406906875992,150
resto-close,hist_percent,15,97.87185668945312,2.128145340283712,13.751697540283203,0.6450350284576416,1.8215154377473122,150
resto-close,hist_percent,150,98.01350402832031,1.986498239437739,12.733003616333008,0.6087750792503357,1.6584867993646062,150
resto-close,hist_percent,200,97.99536895751953,2.0046310003598533,12.173176765441895,0.6236975193023682,1.562459131483912,150
resto-close,hist_percent,30,97.8711929321289,2.128804375330607,13.762450218200684,0.6450887322425842,1.8222604176227826,150
resto-close,hist_percent,5,97.87210083007812,2.127897239526113,13.757831573486328,0.6442937254905701,1.8220529979653712,150
resto-close,hist_percent,50,97.8717041015625,2.1282964877287545,13.757278442382812,0.6464914083480835,1.821047904496881,150
resto-close,hist_percent,75,97.8717041015625,2.1282989231745404,13.768952369689941,0.6445154547691345,1.8237521696457022,150
resto-fwd,alpha_weight,0.01,98.11202239990234,1.8879813071091969,6.893984794616699,0.3857906460762024,1.0588463535077892,150
resto-fwd,alpha_weight,0.02,98.14358520507812,1.8564145682255426,6.508134841918945,0.3854767680168152,1.0118428881043933,150
resto-fwd,alpha_weight,0.04,98.17337036132812,1.826628616253535,6.764946460723877,0.3859880864620209,1.0119580995257016,150
resto-fwd,alpha_weight,0.06,98.22859191894531,1.7714065746466319,6.239981651306152,0.38520798087120056,0.9379461503875407,150
resto-fwd,alpha_weight,0.1,98.29702758789062,1.702973459561666,6.253286838531494,0.3857560157775879,0.8915583779046946,150
resto-fwd,alpha_weight,0.2,98.44084167480469,1.5591561692953109,5.071577548980713,0.38522881269454956,0.722532053039158,150
resto-fwd,alpha_weight,0.5,98.50894927978516,1.4910514499743779,4.786918640136719,0.3854774832725525,0.6949115901873923,150
resto-fwd,alpha_weight,0.6,98.48287200927734,1.5171263668934505,4.785648822784424,0.3853650391101837,0.7242912617819661,150
resto-fwd,alpha_weight,0.7,98.43521118164062,1.5647896581888199,5.127480506896973,0.3854624032974243,0.7870100771283145,150
resto-fwd,alpha_weight,0.8,98.3780746459961,1.6219229731957119,5.339487075805664,0.38505133986473083,0.8506677881689361,150
resto-fwd,alpha_weight,0.9,98.30577087402344,1.6942253377040226,5.61942720413208,0.38557520508766174,0.9345223592946981,150
resto-fwd,alpha_weight,1.0,98.22152709960938,1.7784748995304107,5.937424659729004,0.3853085935115814,1.030199356778762,150
resto-fwd,num_samples,16,98.16322326660156,1.8367804261048635,6.979516983032227,0.37634241580963135,1.0351927934895062,150
