scene,param_group,param_value,cgvqm_score,mean_frame_error,max_frame_error,min_frame_error,std_frame_error,num_frames
lightfoliage,alpha_weight,0.5,92.66279602050781,7.337200762430827,16.154748916625977,3.5660829544067383,1.6246923662460264,150
lightfoliage,alpha_weight,0.6,92.6081314086914,7.391870651245117,19.79182243347168,3.5540554523468018,1.9045425850500628,150
lightfoliage,alpha_weight,0.7,92.61943054199219,7.380572169621786,17.443361282348633,3.542571783065796,1.9122974544700653,150
lightfoliage,alpha_weight,0.8,92.47421264648438,7.525788873036703,18.304006576538086,3.535670757293701,2.139553753049588,150
lightfoliage,alpha_weight,0.9,92.38543701171875,7.614561317761739,19.678606033325195,3.5267858505249023,2.426682777622399,150
lightfoliage,alpha_weight,1.0,92.2205581665039,7.779442734718323,21.06283187866211,3.5203373432159424,2.755218969974658,150
lightfoliage,num_samples,16,91.32391357421875,8.67609049797058,25.31214714050293,3.7730846405029297,3.3056322413012413,150
lightfoliage,num_samples,32,91.3547134399414,8.645287232398987,26.816038131713867,3.7517385482788086,3.3564244039944704,150
lightfoliage,num_samples,4,91.09331512451172,8.906686091423035,28.47519302368164,3.791856288909912,3.591830053489169,150
lightfoliage,num_samples,64,91.26771545410156,8.732286233901977,26.614078521728516,3.7856833934783936,3.378469501413806,150
lightfoliage,num_samples,8,91.44561767578125,8.55438461780548,25.605924606323242,3.6380655765533447,3.2581035326947982,150
lightfoliage,filter_size,0.1,91.4457015991211,8.554296358426411,25.599756240844727,3.6381375789642334,3.2574615852472557,150
lightfoliage,filter_size,0.25,91.3856201171875,8.614383363723755,25.758752822875977,3.6388461589813232,3.3056128057101613,150
lightfoliage,filter_size,0.5,91.4459457397461,8.554055921236674,25.60158920288086,3.6375160217285156,3.2575872109379373,150
lightfoliage,filter_size,0.7,91.38539123535156,8.614605283737182,25.715248107910156,3.6393520832061768,3.30345564169214,150
lightfoliage,filter_size,0.9,91.44577026367188,8.554229237238566,25.6069278717041,3.637770414352417,3.2583123394458218,150
lightfoliage,filter_size,0.95,91.38886260986328,8.611138490041098,25.71466827392578,3.638803720474243,3.301037330691094,150
lightfoliage,filter_size,1.0,91.44572448730469,8.554276768366496,25.603137969970703,3.637840509414673,3.257639715198657,150
lightfoliage,hist_percent,1,91.3764419555664,8.623555819193522,25.732803344726562,3.6397199630737305,3.302879773141228,150
lightfoliage,hist_percent,10,91.38408660888672,8.615912343660991,25.725868225097656,3.6395342350006104,3.3026899591964467,150
lightfoliage,hist_percent,100,91.38987731933594,8.61012141863505,25.765731811523438,3.6393892765045166,3.3040277203869306,150
lightfoliage,hist_percent,125,91.8664779663086,8.133523874282837,24.008699417114258,3.507995367050171,2.999215818866064,150
lightfoliage,hist_percent,15,91.44478607177734,8.555215504964194,25.60739517211914,3.638169527053833,3.258244212229208,150
lightfoliage,hist_percent,150,92.10454559326172,7.89545485496521,22.980497360229492,3.417222738265991,2.8026265762887967,150
lightfoliage,hist_percent,200,92.51748657226562,7.482510747909546,21.262901306152344,3.2835843563079834,2.4842020864479495,150
lightfoliage,hist_percent,30,91.38255310058594,8.61745038986206,25.72539710998535,3.6395673751831055,3.3019255756837698,150
lightfoliage,hist_percent,5,91.44571685791016,8.55428029537201,25.605281829833984,3.6381478309631348,3.2579131093517697,150
lightfoliage,hist_percent,50,91.38385772705078,8.6161394739151,25.7181453704834,3.6386356353759766,3.3030543231917644,150
lightfoliage,hist_percent,75,91.44568634033203,8.554317131042481,25.599775314331055,3.638119697570801,3.2573774170599856,150
lightfoliage-close,alpha_weight,0.01,74.22528839111328,25.77470915476481,36.37954330444336,10.614950180053711,4.946777121025395,150
lightfoliage-close,alpha_weight,0.02,75.02891540527344,24.971087958017986,35.3736572265625,10.235533714294434,4.812251624802761,150
lightfoliage-close,alpha_weight,0.04,76.29859161376953,23.701408996582032,34.46406555175781,9.645837783813477,4.558883876341497,150
lightfoliage-close,alpha_weight,0.06,77.40538024902344,22.594618352254233,33.059261322021484,9.200606346130371,4.287463776662088,150
lightfoliage-close,alpha_weight,0.1,79.00189971923828,20.998097432454426,31.02631187438965,8.5377836227417,3.8912946508564854,150
lightfoliage-close,alpha_weight,0.2,81.43606567382812,18.563932860692343,27.046306610107422,7.4822282791137695,3.352496547288543,150
lightfoliage-close,alpha_weight,0.5,83.82305908203125,16.176942799886067,23.514453887939453,6.427413463592529,2.9937925143926254,150
lightfoliage-close,alpha_weight,0.6,83.83586883544922,16.164134550094605,24.650053024291992,6.39962911605835,3.093355004339069,150
lightfoliage-close,alpha_weight,0.7,83.60748291015625,16.39251666069031,26.180131912231445,6.512568473815918,3.2765737573288156,150
lightfoliage-close,alpha_weight,0.8,83.11798858642578,16.882014462153116,28.037273406982422,6.466329574584961,3.55004251901172,150
lightfoliage-close,alpha_weight,0.9,82.56689453125,17.433103574117023,30.201196670532227,6.500010967254639,3.8227920171203094,150
lightfoliage-close,alpha_weight,1.0,81.79888916015625,18.20110850652059,32.62773895263672,6.613646984100342,4.17562168273872,150
lightfoliage-close,num_samples,16,76.29691314697266,23.703087533315024,34.771156311035156,9.713927268981934,4.527052340654993,150
lightfoliage-close,num_samples,32,76.21829986572266,23.78170187632243,35.133277893066406,9.502949714660645,4.594122827121707,150
lightfoliage-close,num_samples,4,76.39710998535156,23.60288782119751,35.52235412597656,9.521404266357422,4.502632534249943,150
lightfoliage-close,num_samples,64,76.17442321777344,23.82558078130086,34.99029541015625,9.732050895690918,4.66734823660231,150
lightfoliage-close,num_samples,8,76.35580444335938,23.64419460932414,34.179866790771484,9.646332740783691,4.52951760889313,150
lightfoliage-close,filter_size,0.1,76.35796356201172,23.642033297220866,34.184818267822266,9.646245956420898,4.52986999141937,150
lightfoliage-close,filter_size,0.25,76.35425567626953,23.64574597676595,34.46499252319336,9.645136833190918,4.5295242244868925,150
lightfoliage-close,filter_size,0.5,76.35798645019531,23.64201452255249,34.222469329833984,9.646316528320312,4.529766539897053,150
lightfoliage-close,filter_size,0.7,76.37498474121094,23.62501760482788,34.47021484375,9.645394325256348,4.502615786251392,150
lightfoliage-close,filter_size,0.9,76.358154296875,23.641846307118733,34.189762115478516,9.646428108215332,4.529601803996996,150
lightfoliage-close,filter_size,0.95,76.29672241210938,23.70328311284383,34.47076416015625,9.645567893981934,4.5627856554144195,150
