csv_file,scene,screen_pct,cvar_name,cvar_value,frames_analysed,median_FrameTime,median_GameThreadTime,median_RenderThreadTime,median_GPUTime,median_RHIThreadTime,median_GPUMem/LocalUsedMB,median_GPU/TAA
Profile(20260401_210348).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.02,300,33.3404,1.4752,3.1728,8.1891,2.0205,2374.7383,0.1311
Profile(20260401_210412).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.04,300,33.3282,1.4498,3.184,8.0386,1.9288,2376.2383,0.1311
Profile(20260401_210437).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.06,300,33.3376,1.4771,3.1983,8.0528,1.9532,2377.1133,0.129
Profile(20260401_210501).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.1,300,33.337,1.4476,3.1811,8.1142,1.9507,2377.2383,0.1291
Profile(20260401_210525).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.2,300,33.3344,1.458,3.1974,8.2248,1.9875,2377.4883,0.1249
Profile(20260401_210549).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.5,300,33.3322,1.4404,3.1783,8.0278,1.9469,2376.2383,0.1342
Profile(20260401_210613).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.6,300,33.3431,1.4556,3.1869,8.1488,1.9562,2375.2383,0.1219
Profile(20260401_210638).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.7,300,33.3282,1.488,3.2577,8.247,1.9788,2376.7383,0.1321
Profile(20260401_210702).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.8,300,33.3435,1.4697,3.2638,8.177,1.9898,2375.9883,0.1264
Profile(20260401_210726).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,0.9,300,33.3356,1.503,3.2756,8.1222,2.0236,2375.4883,0.125
Profile(20260401_210751).csv,abandoned-flipped,50,r.TemporalAACurrentFrameWeight,1.0,300,33.342,1.4621,3.2759,8.0709,1.9897,2375.9883,0.1341
Profile(20260401_210815).csv,abandoned-flipped,50,r.TemporalAASamples,4.0,300,33.3285,1.4174,3.1657,8.126,1.9486,2376.9883,0.127
Profile(20260401_210839).csv,abandoned-flipped,50,r.TemporalAASamples,8.0,300,33.3294,1.471,3.1894,8.2269,1.9621,2378.3633,0.1301
Profile(20260401_210903).csv,abandoned-flipped,50,r.TemporalAASamples,16.0,300,33.3453,1.479,3.2286,8.0614,2.006,2377.2383,0.1229
Profile(20260401_210928).csv,abandoned-flipped,50,r.TemporalAASamples,32.0,300,33.3208,1.4808,3.2114,8.1782,2.0088,2375.9883,0.1331
Profile(20260401_210952).csv,abandoned-flipped,50,r.TemporalAASamples,64.0,300,33.3376,1.4472,3.1566,8.044,1.9258,2377.2383,0.1219
Profile(20260401_211016).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.1,300,33.3208,1.4415,3.1691,8.0624,1.9726,2376.1133,0.1311
Profile(20260401_211040).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.25,300,33.3426,1.4612,3.1508,8.1264,1.9694,2377.2383,0.1214
Profile(20260401_211105).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.5,300,33.3215,1.4833,3.2302,7.9438,1.9722,2376.2383,0.1157
Profile(20260401_211129).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.7,300,33.3367,1.4573,3.2277,8.027,2.0292,2375.9883,0.129
Profile(20260401_211153).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.9,300,33.3329,1.4722,3.1664,8.124,1.9596,2377.2383,0.1178
Profile(20260401_211217).csv,abandoned-flipped,50,r.TemporalAAFilterSize,0.95,300,33.3234,1.4777,3.2664,8.0482,1.9928,2376.4883,0.127
Profile(20260401_211242).csv,abandoned-flipped,50,r.TemporalAAFilterSize,1.0,300,33.3246,1.4457,3.2077,7.9636,1.9502,2376.7383,0.1331
Profile(20260401_211306).csv,abandoned-flipped,50,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3247,1.4606,3.2502,8.1117,1.9607,2376.2383,0.1331
Profile(20260401_211330).csv,abandoned-flipped,50,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3425,1.45,3.2002,8.1235,1.9846,2376.2383,0.1229
Profile(20260401_211354).csv,abandoned-flipped,50,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3346,1.4358,3.2012,8.0598,1.9671,2378.4883,0.128
Profile(20260401_211419).csv,abandoned-flipped,50,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3203,1.4726,3.2469,8.0896,1.9738,2375.9883,0.1259
Profile(20260401_212624).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.01,300,33.3415,1.5187,2.9924,9.7644,1.1572,1482.3047,0.0348
Profile(20260401_212648).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.02,300,33.3295,1.5932,3.1107,9.8353,1.1253,1480.375,0.0348
Profile(20260401_212710).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.04,300,33.3303,1.5621,3.1187,10.1611,1.1559,1481.0,0.0348
Profile(20260401_212732).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.06,300,33.3334,1.6532,3.2379,9.9136,1.1881,1479.1328,0.0338
Profile(20260401_212755).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.1,300,33.3429,1.6205,3.1712,9.4612,1.1122,1480.4375,0.0338
Profile(20260401_212819).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.2,300,33.3412,1.626,3.1096,9.6748,1.1678,1480.5078,0.0338
Profile(20260401_212842).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.5,300,33.3496,1.617,3.186,9.9864,1.1612,1481.0,0.0338
Profile(20260401_212905).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.6,300,33.3286,1.5785,3.1933,9.9156,1.1679,1480.3906,0.0328
Profile(20260401_212927).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.7,300,33.3358,1.5929,3.1718,9.6038,1.1599,1480.0,0.0338
Profile(20260401_212950).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.8,300,33.3277,1.5296,3.0327,9.9208,1.1246,1479.5781,0.0338
Profile(20260401_213013).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,0.9,300,33.3378,1.5372,3.0892,9.9827,1.1268,1480.125,0.0338
Profile(20260401_213036).csv,subway-lookdown,100,r.TemporalAACurrentFrameWeight,1.0,300,33.3362,1.6546,3.2452,10.1166,1.1698,1480.8906,0.0348
Profile(20260401_213059).csv,subway-lookdown,100,r.TemporalAASamples,4.0,300,33.33,1.5455,3.1053,9.8449,1.1516,1480.8672,0.0338
Profile(20260401_213123).csv,subway-lookdown,100,r.TemporalAASamples,8.0,300,33.3363,1.5829,3.1648,7.9286,1.1614,1479.9922,0.0317
Profile(20260401_213146).csv,subway-lookdown,100,r.TemporalAASamples,16.0,300,33.3389,1.5606,3.08,10.1354,1.1244,1479.6953,0.0338
Profile(20260401_213209).csv,subway-lookdown,100,r.TemporalAASamples,32.0,300,33.3301,1.5132,3.0304,9.6942,1.118,1481.1328,0.0338
Profile(20260401_213232).csv,subway-lookdown,100,r.TemporalAASamples,64.0,300,33.352,1.6224,3.0926,9.7796,1.1517,1480.1953,0.0338
Profile(20260401_213256).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.1,300,33.3473,1.5722,3.103,10.03,1.1728,1480.9922,0.0348
Profile(20260401_213319).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.25,300,33.3284,1.4948,2.9572,9.4493,1.1896,1481.0078,0.0348
Profile(20260401_213342).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.5,300,33.3317,1.4685,3.0127,9.9042,1.2123,1479.25,0.0338
Profile(20260401_213405).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.7,300,33.3254,1.5425,3.058,9.9458,1.1921,1481.875,0.0348
Profile(20260401_213429).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.9,300,33.33,1.5598,3.0708,9.7576,1.1507,1480.125,0.0348
Profile(20260401_213452).csv,subway-lookdown,100,r.TemporalAAFilterSize,0.95,300,33.324,1.59,3.0599,9.9374,1.118,1480.1328,0.0338
Profile(20260401_213515).csv,subway-lookdown,100,r.TemporalAAFilterSize,1.0,300,33.3346,1.5362,3.0507,9.8454,1.1349,1481.2422,0.0348
Profile(20260401_213537).csv,subway-lookdown,100,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3444,1.6074,3.136,9.6785,1.1259,1479.9922,0.0338
Profile(20260401_213600).csv,subway-lookdown,100,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3323,1.619,3.1811,9.9276,1.1932,1480.25,0.0348
Profile(20260401_213624).csv,subway-lookdown,100,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3532,1.5974,3.1474,9.7443,1.1322,1480.375,0.0348
Profile(20260401_213647).csv,subway-lookdown,100,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3427,1.6004,3.1457,9.7256,1.1435,1480.3672,0.0338
Profile(20260401_213709).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.01,300,33.3331,1.5788,3.1946,8.8588,1.149,1389.6367,0.0328
Profile(20260401_213731).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.02,300,33.3392,1.6593,3.2431,9.87,1.1616,1386.9336,0.0358
Profile(20260401_213755).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.04,300,33.336,1.5398,3.0983,8.9086,1.123,1389.5234,0.0348
Profile(20260401_213817).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.06,300,33.3401,1.5417,3.1396,8.8786,1.147,1388.6016,0.0328
Profile(20260401_213839).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.1,300,33.3479,1.6063,3.1912,8.6638,1.1532,1387.8672,0.0327
Profile(20260401_213902).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.2,300,33.3442,1.578,3.1642,9.1304,1.134,1387.8438,0.0327
Profile(20260401_213925).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.5,300,33.3297,1.5354,3.1037,9.1868,1.1404,1388.7266,0.0338
Profile(20260401_213947).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.6,300,33.337,1.6334,3.2408,9.0994,1.1429,1386.4609,0.0338
Profile(20260401_214010).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.7,300,33.3364,1.5778,3.1089,9.3044,1.1132,1387.9297,0.0338
Profile(20260401_214033).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.8,300,33.3399,1.6387,3.2311,9.7054,1.1668,1387.8672,0.0349
Profile(20260401_214056).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,0.9,300,33.3432,1.6846,3.2416,9.2296,1.1402,1389.4922,0.0338
Profile(20260401_214119).csv,subway-lookdown,87,r.TemporalAACurrentFrameWeight,1.0,300,33.3356,1.5759,3.1505,9.2872,1.1319,1389.2539,0.0338
Profile(20260401_214141).csv,subway-lookdown,87,r.TemporalAASamples,4.0,300,33.3348,1.5867,3.1634,9.0498,1.1473,1388.8438,0.0338
Profile(20260401_214205).csv,subway-lookdown,87,r.TemporalAASamples,8.0,300,33.3376,1.5911,3.2158,9.2481,1.1184,1387.9062,0.0338
Profile(20260401_214228).csv,subway-lookdown,87,r.TemporalAASamples,16.0,300,33.357,1.6087,3.188,9.0873,1.158,1388.1562,0.0333
Profile(20260401_214251).csv,subway-lookdown,87,r.TemporalAASamples,32.0,300,33.337,1.5745,3.1948,9.0998,1.1432,1389.0312,0.0328
Profile(20260401_214314).csv,subway-lookdown,87,r.TemporalAASamples,64.0,300,33.3454,1.56,3.1535,9.1664,1.1268,1387.8789,0.0338
Profile(20260401_214337).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.1,300,33.3396,1.5831,3.1796,8.8495,1.165,1388.7383,0.0328
Profile(20260401_214400).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.25,300,33.347,1.5907,3.2261,9.2874,1.1908,1387.6172,0.0338
Profile(20260401_214423).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.5,300,33.3352,1.6008,3.2306,9.2326,1.147,1389.4922,0.0338
Profile(20260401_214446).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.7,300,33.3437,1.6006,3.1861,9.2548,1.1494,1388.0117,0.0338
Profile(20260401_214508).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.9,300,33.3394,1.5273,3.1109,9.6989,1.0943,1387.4141,0.0358
Profile(20260401_214532).csv,subway-lookdown,87,r.TemporalAAFilterSize,0.95,300,33.3405,1.646,3.2134,9.0538,1.135,1389.0078,0.0338
Profile(20260401_214554).csv,subway-lookdown,87,r.TemporalAAFilterSize,1.0,300,33.32,1.6306,3.1912,9.2457,1.1248,1388.4296,0.0338
Profile(20260401_214616).csv,subway-lookdown,87,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.341,1.5871,3.2124,8.9208,1.1302,1387.8984,0.0318
Profile(20260401_214639).csv,subway-lookdown,87,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3331,1.6038,3.1977,9.3829,1.1328,1386.5742,0.0338
Profile(20260401_214703).csv,subway-lookdown,87,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3418,1.6432,3.2118,8.7815,1.1672,1388.789,0.0328
Profile(20260401_214726).csv,subway-lookdown,87,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3492,1.6035,3.2104,9.2153,1.1685,1387.6289,0.0338
Profile(20260401_214748).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.01,300,33.3374,1.5532,2.9134,13.6498,1.1327,1201.293,0.1454
Profile(20260401_214812).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.02,300,33.3416,1.5166,2.8492,13.4122,1.1046,1200.8789,0.1444
Profile(20260401_214836).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.04,300,33.3448,1.5276,2.9247,13.5636,1.125,1200.1055,0.126
Profile(20260401_214859).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.06,300,33.3424,1.6084,2.9375,13.5043,1.1397,1199.8555,0.1454
Profile(20260401_214921).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.1,300,33.3427,1.5589,2.834,6.9401,1.0989,1199.9336,0.0307
Profile(20260401_214944).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.2,300,33.3388,1.5714,2.9088,13.5956,1.146,1200.5039,0.1414
Profile(20260401_215008).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.5,300,33.3375,1.5428,2.902,13.4928,1.141,1200.6758,0.1444
Profile(20260401_215030).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.6,300,33.3379,1.584,2.971,13.5394,1.1178,1200.793,0.1495
Profile(20260401_215052).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.7,300,33.3418,1.6026,2.8953,13.5112,1.1294,1200.2227,0.1506
Profile(20260401_215115).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.8,300,33.3298,1.5396,2.827,13.5048,1.1296,1201.1289,0.1372
Profile(20260401_215138).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,0.9,300,33.3405,1.537,2.8235,13.5063,1.157,1200.4102,0.1444
Profile(20260401_215201).csv,subway-lookdown,71,r.TemporalAACurrentFrameWeight,1.0,300,33.3367,1.6238,2.9592,13.355,1.1059,1200.7383,0.1454
Profile(20260401_215224).csv,subway-lookdown,71,r.TemporalAASamples,4.0,300,33.3506,1.5708,2.9138,13.4435,1.1247,1200.6289,0.1413
Profile(20260401_215247).csv,subway-lookdown,71,r.TemporalAASamples,8.0,300,33.342,1.5592,2.8779,13.4648,1.097,1200.6289,0.1454
Profile(20260401_215311).csv,subway-lookdown,71,r.TemporalAASamples,16.0,300,33.3409,1.5243,2.8388,13.4556,1.1156,1200.543,0.1321
Profile(20260401_215334).csv,subway-lookdown,71,r.TemporalAASamples,32.0,300,33.3395,1.6372,3.0562,13.4622,1.133,1199.9961,0.1449
Profile(20260401_215357).csv,subway-lookdown,71,r.TemporalAASamples,64.0,300,33.3404,1.6339,2.982,13.372,1.1265,1200.2852,0.1418
Profile(20260401_215420).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.1,300,33.3504,1.577,2.931,6.7002,1.1254,1201.4961,0.0292
Profile(20260401_215443).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.25,300,33.3401,1.5676,2.9052,13.4219,1.1213,1200.3633,0.1521
Profile(20260401_215506).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.5,300,33.3406,1.5441,2.8072,13.547,1.0946,1201.2305,0.13
Profile(20260401_215528).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.7,300,33.3379,1.6236,2.9498,13.4262,1.1194,1200.6055,0.1434
Profile(20260401_215551).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.9,300,33.3273,1.5752,2.9184,13.4694,1.1294,1200.1914,0.131
Profile(20260401_215615).csv,subway-lookdown,71,r.TemporalAAFilterSize,0.95,300,33.3312,1.553,2.9464,13.4456,1.1468,1199.7461,0.1474
Profile(20260401_215638).csv,subway-lookdown,71,r.TemporalAAFilterSize,1.0,300,33.3366,1.5587,2.9258,13.6291,1.1305,1200.5039,0.1383
Profile(20260401_215701).csv,subway-lookdown,71,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3338,1.508,2.8855,13.555,1.0932,1200.7265,0.1495
Profile(20260401_215723).csv,subway-lookdown,71,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3311,1.5484,2.8277,13.5867,1.1299,1199.9727,0.1495
Profile(20260401_215747).csv,subway-lookdown,71,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3392,1.595,2.8671,13.4282,1.1384,1200.3477,0.1484
Profile(20260401_215810).csv,subway-lookdown,71,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3415,1.58,2.8743,13.3564,1.1282,1200.7461,0.15
Profile(20260401_215833).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.01,300,33.3408,1.6345,2.9454,9.7255,1.1232,1093.6094,0.1116
Profile(20260401_215856).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.02,300,33.3463,1.5747,2.8335,9.8476,1.1414,1093.9102,0.1086
Profile(20260401_215920).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.04,300,33.3323,1.5492,2.7967,9.5708,1.0983,1093.3281,0.1076
Profile(20260401_215943).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.06,300,33.3372,1.6512,2.9399,9.8292,1.1102,1092.7031,0.1116
Profile(20260401_220005).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.1,300,33.3334,1.5705,2.8854,10.0662,1.1048,1093.6523,0.1096
Profile(20260401_220027).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.2,300,33.3322,1.6048,2.9056,9.5166,1.1064,1093.9531,0.1106
Profile(20260401_220051).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.5,300,33.3326,1.5632,2.8424,9.8307,1.1024,1093.3281,0.1096
Profile(20260401_220113).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.6,300,33.3356,1.5244,2.8119,9.844,1.1098,1093.7852,0.1034
Profile(20260401_220135).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.7,300,33.3382,1.564,2.8796,9.8908,1.1093,1092.9805,0.1116
Profile(20260401_220158).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.8,300,33.3584,1.6104,2.9706,10.0524,1.1102,1092.8789,0.1116
Profile(20260401_220222).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,0.9,300,33.3282,1.5452,2.7954,6.0928,1.1283,1092.7461,0.0348
Profile(20260401_220245).csv,subway-lookdown,50,r.TemporalAACurrentFrameWeight,1.0,300,33.3196,1.5523,2.8086,10.012,1.0788,1093.1094,0.1106
Profile(20260401_220308).csv,subway-lookdown,50,r.TemporalAASamples,4.0,300,33.344,1.5424,2.7947,9.8991,1.1125,1094.1036,0.1116
Profile(20260401_220331).csv,subway-lookdown,50,r.TemporalAASamples,8.0,300,33.3254,1.5348,2.7577,9.7664,1.1152,1092.7812,0.1065
Profile(20260401_220355).csv,subway-lookdown,50,r.TemporalAASamples,16.0,300,33.3349,1.633,2.8756,9.8222,1.133,1092.9844,0.1106
Profile(20260401_220418).csv,subway-lookdown,50,r.TemporalAASamples,32.0,300,33.3521,1.575,2.8071,8.4424,1.1382,1093.3594,0.0579
Profile(20260401_220440).csv,subway-lookdown,50,r.TemporalAASamples,64.0,300,33.3418,1.5536,2.8367,10.0996,1.1264,1093.6094,0.1126
Profile(20260401_220503).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.1,300,33.3384,1.5678,2.8407,9.8433,1.1118,1092.7148,0.1106
Profile(20260401_220526).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.25,300,33.3341,1.5652,2.8115,10.0094,1.0895,1093.0352,0.1065
Profile(20260401_220549).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.5,300,33.3346,1.6251,2.8468,9.9457,1.1024,1092.957,0.1117
Profile(20260401_220612).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.7,300,33.3328,1.528,2.8038,10.0208,1.0942,1093.9629,0.1065
Profile(20260401_220635).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.9,300,33.3444,1.6448,2.9742,9.3766,1.1229,1092.457,0.1004
Profile(20260401_220658).csv,subway-lookdown,50,r.TemporalAAFilterSize,0.95,300,33.339,1.6449,2.9614,9.8558,1.1396,1092.4727,0.1117
Profile(20260401_220721).csv,subway-lookdown,50,r.TemporalAAFilterSize,1.0,300,33.3434,1.6306,2.8896,9.8245,1.1008,1093.2031,0.107
Profile(20260401_220743).csv,subway-lookdown,50,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3303,1.5796,2.8396,9.9927,1.144,1092.8555,0.1137
Profile(20260401_220805).csv,subway-lookdown,50,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3258,1.5528,2.8839,10.0923,1.1651,1093.1055,0.1126
Profile(20260401_220829).csv,subway-lookdown,50,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3453,1.5588,2.8796,9.9282,1.1212,1093.0898,0.1147
Profile(20260401_220852).csv,subway-lookdown,50,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3477,1.5398,2.8547,10.0754,1.0861,1092.5781,0.1106
