csv_file,scene,screen_pct,cvar_name,cvar_value,frames_analysed,median_FrameTime,median_GameThreadTime,median_RenderThreadTime,median_GPUTime,median_RHIThreadTime,median_GPUMem/LocalUsedMB,median_GPU/TAA
Profile(20260401_183933).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.01,300,33.3342,1.5226,3.1177,13.2715,2.2917,2622.5273,0.2079
Profile(20260401_183957).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.02,300,33.3362,1.4614,3.0866,9.5892,2.2579,2624.4023,0.0794
Profile(20260401_184022).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.04,300,33.333,1.5128,3.1999,13.8474,2.3386,2622.5273,0.4296
Profile(20260401_184046).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.06,300,33.3386,1.5572,3.1761,9.58,2.3213,2622.5273,0.0922
Profile(20260401_184110).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.1,300,33.3361,1.4728,3.0623,9.7704,2.3034,2624.7773,0.0932
Profile(20260401_184134).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.2,300,33.3253,1.5136,3.1628,9.6668,2.328,2623.5273,0.0901
Profile(20260401_184159).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.5,300,33.33,1.5074,3.1091,13.5959,2.3324,2623.7773,0.1992
Profile(20260401_184223).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.6,300,33.3276,1.5214,3.1929,9.4792,2.3305,2622.5273,0.086
Profile(20260401_184247).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.7,300,33.3247,1.474,3.1121,13.3386,2.3193,2623.5273,0.2058
Profile(20260401_184311).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.8,300,33.3365,1.4761,3.0597,8.8898,2.3392,2622.5273,0.085
Profile(20260401_184336).csv,cubetest,100,r.TemporalAACurrentFrameWeight,0.9,300,33.3391,1.5109,3.0362,9.7496,2.3101,2622.3398,0.0932
Profile(20260401_184400).csv,cubetest,100,r.TemporalAACurrentFrameWeight,1.0,300,33.3306,1.537,3.106,10.4536,2.341,2623.7773,0.0947
Profile(20260401_184424).csv,cubetest,100,r.TemporalAASamples,4.0,300,33.3312,1.4807,3.0597,7.0048,2.2958,2622.5273,0.0707
Profile(20260401_184448).csv,cubetest,100,r.TemporalAASamples,8.0,300,33.3389,1.515,3.1044,13.2368,2.3002,2622.2773,0.2089
Profile(20260401_184513).csv,cubetest,100,r.TemporalAASamples,16.0,300,33.33,1.4832,3.0256,9.8087,2.2928,2623.5273,0.0901
Profile(20260401_184537).csv,cubetest,100,r.TemporalAASamples,32.0,300,33.3442,1.5061,3.1308,13.3498,2.3606,2623.7773,0.2089
Profile(20260401_184601).csv,cubetest,100,r.TemporalAASamples,64.0,300,33.3358,1.5082,3.1684,9.6974,2.2697,2622.7773,0.0881
Profile(20260401_184626).csv,cubetest,100,r.TemporalAAFilterSize,0.1,300,33.3326,1.5184,3.1272,7.8318,2.3041,2622.5273,0.0764
Profile(20260401_184650).csv,cubetest,100,r.TemporalAAFilterSize,0.25,300,33.3355,1.501,3.0541,13.6986,2.2686,2623.7773,0.2396
Profile(20260401_184714).csv,cubetest,100,r.TemporalAAFilterSize,0.5,300,33.335,1.5231,3.0702,9.7352,2.3152,2622.5273,0.0911
Profile(20260401_184738).csv,cubetest,100,r.TemporalAAFilterSize,0.7,300,33.3368,1.5244,3.2156,9.696,2.4193,2623.5273,0.087
Profile(20260401_184803).csv,cubetest,100,r.TemporalAAFilterSize,0.9,300,33.3359,1.4524,3.1073,11.4683,2.3925,2624.5273,0.1469
Profile(20260401_184827).csv,cubetest,100,r.TemporalAAFilterSize,0.95,300,33.3455,1.5383,3.3689,13.76,2.3558,2623.5273,0.2468
Profile(20260401_184851).csv,cubetest,100,r.TemporalAAFilterSize,1.0,300,33.3367,1.52,3.0459,13.3244,2.3095,2623.5273,0.1996
Profile(20260401_184915).csv,cubetest,100,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3377,1.503,3.1504,9.6748,2.2824,2622.5273,0.0871
Profile(20260401_184940).csv,cubetest,100,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.33,1.5079,3.0863,13.087,2.3515,2623.5273,0.2059
Profile(20260401_185004).csv,cubetest,100,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.334,1.4831,3.067,13.062,2.325,2623.9023,0.2043
Profile(20260401_185028).csv,cubetest,100,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.337,1.5217,3.1482,9.8059,2.3353,2623.5273,0.0917
Profile(20260401_185052).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.01,300,33.3315,1.4754,3.1067,13.2349,2.3348,2560.8398,0.2293
Profile(20260401_185117).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.02,300,33.3354,1.4526,3.0422,13.2769,2.3306,2561.7148,0.2734
Profile(20260401_185141).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.04,300,33.3288,1.5184,3.1344,13.181,2.3829,2561.8398,0.2274
Profile(20260401_185205).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.06,300,33.33,1.5135,3.0715,13.2528,2.3412,2561.0898,0.2284
Profile(20260401_185230).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.1,300,33.3314,1.5003,3.1212,13.2052,2.3463,2560.5898,0.2335
Profile(20260401_185254).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.2,300,33.3328,1.4816,3.087,13.1668,2.3264,2560.8398,0.2356
Profile(20260401_185318).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.5,300,33.3326,1.4873,3.1464,13.1796,2.3397,2560.8398,0.2325
Profile(20260401_185342).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.6,300,33.3273,1.488,3.022,13.2144,2.2707,2560.7148,0.2335
Profile(20260401_185406).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.7,300,33.3334,1.4854,3.1015,13.2563,2.3357,2562.5898,0.2274
Profile(20260401_185431).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.8,300,33.3352,1.5309,3.1442,13.2282,2.3136,2561.5898,0.233
Profile(20260401_185455).csv,cubetest,87,r.TemporalAACurrentFrameWeight,0.9,300,33.3344,1.4794,3.0451,13.0988,2.2844,2560.5898,0.2294
Profile(20260401_185519).csv,cubetest,87,r.TemporalAACurrentFrameWeight,1.0,300,33.3312,1.5216,3.157,13.205,2.375,2562.8398,0.2273
Profile(20260401_185544).csv,cubetest,87,r.TemporalAASamples,4.0,300,33.334,1.4933,3.0247,13.1156,2.2756,2562.5898,0.2304
Profile(20260401_185608).csv,cubetest,87,r.TemporalAASamples,8.0,300,33.3319,1.475,3.0942,13.2452,2.3834,2562.8398,0.2253
Profile(20260401_185632).csv,cubetest,87,r.TemporalAASamples,16.0,300,33.3442,1.5262,3.1379,13.1331,2.3842,2560.8398,0.2284
Profile(20260401_185656).csv,cubetest,87,r.TemporalAASamples,32.0,300,33.3322,1.4968,3.1402,13.153,2.3361,2560.0898,0.2294
Profile(20260401_185721).csv,cubetest,87,r.TemporalAASamples,64.0,300,33.3306,1.503,3.1349,7.7255,2.3764,2561.7148,0.0701
Profile(20260401_185745).csv,cubetest,87,r.TemporalAAFilterSize,0.1,300,33.3268,1.5131,3.1246,13.2006,2.2746,2560.5898,0.2284
Profile(20260401_185809).csv,cubetest,87,r.TemporalAAFilterSize,0.25,300,33.3332,1.4796,3.0534,12.8764,2.3099,2560.5898,0.2232
Profile(20260401_185834).csv,cubetest,87,r.TemporalAAFilterSize,0.5,300,33.3402,1.5378,3.098,13.2227,2.319,2562.8398,0.2335
Profile(20260401_185858).csv,cubetest,87,r.TemporalAAFilterSize,0.7,300,33.3355,1.4975,3.1196,13.1684,2.2991,2562.5898,0.237
Profile(20260401_185922).csv,cubetest,87,r.TemporalAAFilterSize,0.9,300,33.3339,1.4491,3.0316,13.1694,2.2734,2561.8398,0.2494
Profile(20260401_185946).csv,cubetest,87,r.TemporalAAFilterSize,0.95,300,33.3355,1.5025,3.0832,13.1656,2.322,2560.8398,0.2524
Profile(20260401_190010).csv,cubetest,87,r.TemporalAAFilterSize,1.0,300,33.332,1.4928,3.0644,13.2059,2.3119,2561.5898,0.2253
Profile(20260401_190035).csv,cubetest,87,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3292,1.5374,3.1844,13.1702,2.3518,2560.8398,0.239
Profile(20260401_190059).csv,cubetest,87,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3336,1.4798,3.1274,13.2285,2.3622,2560.0898,0.2304
Profile(20260401_190123).csv,cubetest,87,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3366,1.497,3.1981,12.6256,2.3652,2560.8398,0.2201
Profile(20260401_190148).csv,cubetest,87,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.335,1.5054,3.0864,13.2533,2.3418,2560.8398,0.2535
Profile(20260401_190212).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.01,300,33.3358,1.469,3.0366,6.6526,2.35,2478.0586,0.06
Profile(20260401_190236).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.02,300,33.3316,1.5026,3.0296,10.3845,2.3021,2478.0586,0.219
Profile(20260401_190301).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.04,300,33.3261,1.5227,3.0695,7.3412,2.319,2478.8086,0.067
Profile(20260401_190325).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.06,300,33.3381,1.482,3.0219,10.9935,2.2782,2478.5586,0.2181
Profile(20260401_190349).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.1,300,33.3176,1.5293,3.1424,10.3486,2.2638,2478.5586,0.2201
Profile(20260401_190413).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.2,300,33.3271,1.4933,3.1178,11.0095,2.2627,2478.5586,0.2263
Profile(20260401_190437).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.5,300,33.33,1.4983,3.0614,6.6726,2.3016,2478.5586,0.0636
Profile(20260401_190502).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.6,300,33.338,1.4741,3.0606,7.4966,2.2963,2477.5586,0.0675
Profile(20260401_190526).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.7,300,33.3401,1.4984,3.123,11.2067,2.3795,2477.6836,0.2243
Profile(20260401_190550).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.8,300,33.3318,1.5019,3.0857,6.6003,2.3472,2477.3086,0.0645
Profile(20260401_190615).csv,cubetest,71,r.TemporalAACurrentFrameWeight,0.9,300,33.342,1.506,3.1018,10.7242,2.3583,2478.0586,0.2166
Profile(20260401_190639).csv,cubetest,71,r.TemporalAACurrentFrameWeight,1.0,300,33.3333,1.5014,3.086,6.6033,2.3294,2477.8086,0.0645
Profile(20260401_190703).csv,cubetest,71,r.TemporalAASamples,4.0,300,33.3395,1.5266,3.1188,6.1294,2.3631,2480.5586,0.0604
Profile(20260401_190727).csv,cubetest,71,r.TemporalAASamples,8.0,300,33.3475,1.4837,3.1548,10.9549,2.3536,2480.3086,0.2221
Profile(20260401_190751).csv,cubetest,71,r.TemporalAASamples,16.0,300,33.3328,1.4882,3.094,8.4218,2.3324,2477.5586,0.0825
Profile(20260401_190816).csv,cubetest,71,r.TemporalAASamples,32.0,300,33.3375,1.4716,3.0694,11.1429,2.3032,2477.3086,0.2232
Profile(20260401_190840).csv,cubetest,71,r.TemporalAASamples,64.0,300,33.3394,1.5564,3.1374,6.6132,2.3312,2477.5586,0.0701
Profile(20260401_190904).csv,cubetest,71,r.TemporalAAFilterSize,0.1,300,33.3337,1.55,3.1688,10.3583,2.3212,2478.5586,0.2136
Profile(20260401_190928).csv,cubetest,71,r.TemporalAAFilterSize,0.25,300,33.3384,1.5166,3.0843,6.6634,2.297,2479.5586,0.0584
Profile(20260401_190953).csv,cubetest,71,r.TemporalAAFilterSize,0.5,300,33.3346,1.5273,3.1409,10.893,2.3979,2478.5586,0.2171
Profile(20260401_191017).csv,cubetest,71,r.TemporalAAFilterSize,0.7,300,33.3301,1.505,3.0988,6.6331,2.3597,2477.5586,0.065
Profile(20260401_191041).csv,cubetest,71,r.TemporalAAFilterSize,0.9,300,33.3358,1.4669,3.0645,10.6049,2.3467,2478.5586,0.2211
Profile(20260401_191105).csv,cubetest,71,r.TemporalAAFilterSize,0.95,300,33.3406,1.499,3.0922,7.703,2.349,2478.8086,0.0708
Profile(20260401_191130).csv,cubetest,71,r.TemporalAAFilterSize,1.0,300,33.344,1.5258,3.141,6.5901,2.4296,2477.5586,0.0702
Profile(20260401_191154).csv,cubetest,71,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3278,1.4969,3.1084,5.5032,2.4346,2477.8086,0.0532
Profile(20260401_191218).csv,cubetest,71,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3306,1.4868,3.039,10.3028,2.2835,2477.8086,0.2191
Profile(20260401_191243).csv,cubetest,71,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3404,1.5291,3.14,10.8172,2.3372,2478.8086,0.2253
Profile(20260401_191307).csv,cubetest,71,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3367,1.4496,3.0225,10.456,2.3383,2478.5586,0.216
Profile(20260401_191331).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.01,300,33.3359,1.4751,3.0779,8.9852,2.288,2420.3672,0.1612
Profile(20260401_191355).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.02,300,33.3351,1.5184,3.066,9.2648,2.3468,2420.3672,0.1597
Profile(20260401_191420).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.04,300,33.3255,1.4779,3.0511,9.1832,2.2864,2421.1172,0.1577
Profile(20260401_191444).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.06,300,33.3318,1.5183,3.0834,8.8797,2.3244,2419.2422,0.1494
Profile(20260401_191508).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.1,300,33.3328,1.4435,3.0071,9.365,2.3091,2420.3672,0.1607
Profile(20260401_191532).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.2,300,33.3358,1.5156,3.136,9.391,2.3526,2421.1172,0.1505
Profile(20260401_191557).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.5,300,33.3414,1.5204,3.179,9.2708,2.2926,2419.1172,0.1556
Profile(20260401_191621).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.6,300,33.3334,1.5084,3.111,9.2597,2.3408,2419.4922,0.1572
Profile(20260401_191645).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.7,300,33.3367,1.5052,3.0983,9.3433,2.2948,2420.2422,0.1598
Profile(20260401_191709).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.8,300,33.3414,1.4894,3.0907,8.993,2.3358,2420.3672,0.1638
Profile(20260401_191734).csv,cubetest,50,r.TemporalAACurrentFrameWeight,0.9,300,33.3302,1.4825,3.0539,9.3293,2.3425,2419.1172,0.1639
Profile(20260401_191758).csv,cubetest,50,r.TemporalAACurrentFrameWeight,1.0,300,33.3382,1.555,3.1156,8.699,2.3252,2419.1172,0.1531
Profile(20260401_191822).csv,cubetest,50,r.TemporalAASamples,4.0,300,33.3354,1.5074,3.132,9.4322,2.3479,2420.3672,0.1587
Profile(20260401_191846).csv,cubetest,50,r.TemporalAASamples,8.0,300,33.3256,1.4998,3.0764,9.3562,2.3328,2420.1172,0.1649
Profile(20260401_191911).csv,cubetest,50,r.TemporalAASamples,16.0,300,33.331,1.4888,3.0206,9.3678,2.3045,2420.1172,0.1628
Profile(20260401_191935).csv,cubetest,50,r.TemporalAASamples,32.0,300,33.3334,1.5177,3.13,9.1946,2.4196,2419.4922,0.1607
Profile(20260401_191959).csv,cubetest,50,r.TemporalAASamples,64.0,300,33.334,1.5103,3.0966,9.4005,2.3377,2419.2422,0.1649
Profile(20260401_192023).csv,cubetest,50,r.TemporalAAFilterSize,0.1,300,33.3325,1.5144,3.084,9.041,2.3226,2420.3672,0.1628
Profile(20260401_192048).csv,cubetest,50,r.TemporalAAFilterSize,0.25,300,33.3334,1.4722,3.0273,9.3192,2.2876,2420.1172,0.1638
Profile(20260401_192112).csv,cubetest,50,r.TemporalAAFilterSize,0.5,300,33.3306,1.4681,3.0325,9.2169,2.301,2421.4922,0.1644
Profile(20260401_192136).csv,cubetest,50,r.TemporalAAFilterSize,0.7,300,33.341,1.4979,3.0658,9.4094,2.2598,2419.2422,0.1567
Profile(20260401_192201).csv,cubetest,50,r.TemporalAAFilterSize,0.9,300,33.3376,1.5164,3.1816,9.3742,2.2704,2420.1172,0.1577
Profile(20260401_192225).csv,cubetest,50,r.TemporalAAFilterSize,0.95,300,33.3322,1.4928,3.0764,9.1702,2.3444,2420.1172,0.1607
Profile(20260401_192249).csv,cubetest,50,r.TemporalAAFilterSize,1.0,300,33.3374,1.479,3.0411,9.2486,2.2502,2420.2422,0.1536
Profile(20260401_192313).csv,cubetest,50,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3314,1.4626,3.0225,9.4276,2.2954,2420.3672,0.1638
Profile(20260401_192338).csv,cubetest,50,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3322,1.4899,3.1505,9.2765,2.3255,2419.8672,0.1566
Profile(20260401_192402).csv,cubetest,50,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3414,1.5183,3.0586,9.3245,2.3216,2420.1172,0.1658
Profile(20260401_192426).csv,cubetest,50,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3339,1.5352,3.1517,8.6499,2.356,2420.3672,0.1454
Profile(20260401_193056).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.01,300,33.3398,1.4878,2.9388,13.5963,1.949,2618.2461,0.1746
Profile(20260401_193120).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.02,300,33.3382,1.4188,2.8446,13.6322,1.9306,2618.2461,0.1884
Profile(20260401_193144).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.04,300,33.3246,1.4631,2.895,13.6037,1.9668,2614.9961,0.1853
Profile(20260401_193208).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.06,300,33.334,1.4152,2.828,13.6186,1.9759,2617.4961,0.1843
Profile(20260401_193233).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.1,300,33.3314,1.4926,2.8869,13.5704,1.9378,2615.9961,0.1813
Profile(20260401_193304).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.2,300,33.3387,1.4535,2.8645,13.5934,1.9084,2618.2461,0.1822
Profile(20260401_193327).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.5,300,33.3342,1.4523,2.8758,13.3798,1.9565,2617.2461,0.169
Profile(20260401_193352).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.6,300,33.3383,1.4187,2.9045,13.737,1.8494,2615.8086,0.1879
Profile(20260401_193416).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.7,300,33.3233,1.4213,2.8542,13.6766,1.9782,2616.6211,0.1782
Profile(20260401_193440).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.8,300,33.3353,1.457,2.8768,13.6668,1.8955,2616.2461,0.1854
Profile(20260401_193504).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,0.9,300,33.3318,1.4396,2.8582,13.5627,1.9264,2616.7461,0.1812
Profile(20260401_193529).csv,abandoned-demo,100,r.TemporalAACurrentFrameWeight,1.0,300,33.3374,1.4725,2.9032,13.7121,1.9289,2614.7461,0.1802
Profile(20260401_193553).csv,abandoned-demo,100,r.TemporalAASamples,4.0,300,33.3341,1.472,2.8303,13.6546,1.95,2616.7461,0.1802
Profile(20260401_193617).csv,abandoned-demo,100,r.TemporalAASamples,8.0,300,33.3324,1.4486,2.8839,6.7882,2.002,2617.4961,0.0523
Profile(20260401_193641).csv,abandoned-demo,100,r.TemporalAASamples,16.0,300,33.3387,1.4616,2.9415,13.4883,1.9426,2618.2461,0.1721
Profile(20260401_193706).csv,abandoned-demo,100,r.TemporalAASamples,32.0,300,33.3318,1.4657,2.8615,13.6804,1.9666,2616.9961,0.173
Profile(20260401_193730).csv,abandoned-demo,100,r.TemporalAASamples,64.0,300,33.3346,1.5046,2.9372,13.6784,1.9404,2616.2461,0.1787
Profile(20260401_193754).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.1,300,33.3308,1.4243,2.8646,13.5582,1.9499,2615.4961,0.1812
Profile(20260401_193818).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.25,300,33.3454,1.4646,2.9012,13.6356,1.9282,2615.9961,0.1802
Profile(20260401_193843).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.5,300,33.3306,1.5023,2.9072,13.6176,1.9285,2615.2461,0.1833
Profile(20260401_193907).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.7,300,33.3375,1.4343,2.8246,13.7568,1.8678,2616.7461,0.1792
Profile(20260401_193931).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.9,300,33.3312,1.4529,2.8646,13.5858,1.9368,2615.9961,0.1751
Profile(20260401_193955).csv,abandoned-demo,100,r.TemporalAAFilterSize,0.95,300,33.3288,1.48,2.9134,13.739,1.89,2614.9961,0.1751
Profile(20260401_194020).csv,abandoned-demo,100,r.TemporalAAFilterSize,1.0,300,33.3404,1.4232,2.827,13.6178,1.9046,2615.4961,0.1792
Profile(20260401_194044).csv,abandoned-demo,100,r.TemporalAA.HistoryScreenPercentage,100.0,300,33.3306,1.4588,2.8625,13.573,1.9108,2615.4961,0.1864
Profile(20260401_194108).csv,abandoned-demo,100,r.TemporalAA.HistoryScreenPercentage,125.0,300,33.3364,1.4152,2.8046,13.7426,1.8896,2615.9961,0.171
Profile(20260401_194132).csv,abandoned-demo,100,r.TemporalAA.HistoryScreenPercentage,150.0,300,33.3431,1.4699,2.9142,13.6084,1.9434,2616.2461,0.1761
Profile(20260401_194157).csv,abandoned-demo,100,r.TemporalAA.HistoryScreenPercentage,200.0,300,33.3232,1.4529,2.9199,13.5096,1.9602,2617.1211,0.1812
