scene,screen_pct,cvar_name,cvar_value,frames_analysed,csv_file,avg_FrameTime,p95_FrameTime,max_FrameTime,std_FrameTime,var_FrameTime,avg_GameThreadTime,p95_GameThreadTime,max_GameThreadTime,std_GameThreadTime,var_GameThreadTime,avg_RenderThreadTime,p95_RenderThreadTime,max_RenderThreadTime,std_RenderThreadTime,var_RenderThreadTime,avg_GPUTime,p95_GPUTime,max_GPUTime,std_GPUTime,var_GPUTime,avg_RHIThreadTime,p95_RHIThreadTime,max_RHIThreadTime,std_RHIThreadTime,var_RHIThreadTime,avg_GPUMem/LocalUsedMB,p95_GPUMem/LocalUsedMB,max_GPUMem/LocalUsedMB,std_GPUMem/LocalUsedMB,var_GPUMem/LocalUsedMB,avg_GPU/TAA,p95_GPU/TAA,max_GPU/TAA,std_GPU/TAA,var_GPU/TAA
scifi,100,r.TemporalAACurrentFrameWeight,0.01,1350,Profile(20260402_212430).csv,4.2443,5.0777,6.8176,0.4909,0.241,1.1451,1.3795,1.8793,0.1043,0.0109,4.2372,5.1132,7.3586,0.5281,0.2789,3.5809,3.8958,5.0231,0.215,0.0462,2.0966,2.5442,3.1233,0.2386,0.0569,2515.2884,2566.3438,2574.7812,359.4636,129214.0913,0.0287,0.0338,0.0983,0.0078,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.02,1350,Profile(20260402_212445).csv,4.2406,5.1707,7.0742,0.512,0.2621,1.1669,1.4719,1.9828,0.1339,0.0179,4.234,5.1959,7.0937,0.549,0.3013,3.5797,3.8904,4.9451,0.2119,0.0449,2.075,2.4838,3.9506,0.2263,0.0512,2516.131,2563.3438,2571.7812,345.749,119542.3661,0.0286,0.0328,0.1014,0.008,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.04,1350,Profile(20260402_212500).csv,4.2358,5.0945,6.4994,0.4877,0.2378,1.1618,1.46,2.072,0.1233,0.0152,4.2289,5.113,7.0967,0.5268,0.2776,3.5719,3.8826,4.9391,0.2088,0.0436,2.1003,2.4952,3.3243,0.2278,0.0519,2512.6306,2565.5938,2574.0312,365.8113,133817.9067,0.029,0.0348,0.3748,0.0123,0.0002
scifi,100,r.TemporalAACurrentFrameWeight,0.06,1350,Profile(20260402_212515).csv,4.2446,5.1783,6.9637,0.5015,0.2515,1.1666,1.4607,1.8362,0.1189,0.0141,4.2377,5.1784,6.9925,0.5254,0.276,3.5684,3.8859,4.9403,0.209,0.0437,2.0914,2.4934,2.9236,0.2191,0.048,2522.9472,2566.3438,2574.7812,332.2789,110409.2821,0.0288,0.0338,0.1086,0.0084,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.1,1350,Profile(20260402_212530).csv,4.2429,5.1238,7.6474,0.5166,0.2669,1.1587,1.4454,2.0827,0.1237,0.0153,4.236,5.1152,7.7456,0.551,0.3036,3.5761,3.8901,5.351,0.2188,0.0479,2.0902,2.5054,3.0115,0.2239,0.0501,2520.432,2565.8438,2574.2812,339.2147,115066.6046,0.0294,0.0338,0.4086,0.0162,0.0003
scifi,100,r.TemporalAACurrentFrameWeight,0.2,1350,Profile(20260402_212545).csv,4.2033,5.1086,6.4208,0.4854,0.2356,1.1673,1.4911,1.8168,0.1329,0.0177,4.1964,5.1049,7.1661,0.5215,0.2719,3.5592,3.8572,4.9701,0.2157,0.0465,2.0878,2.515,2.9693,0.2233,0.0499,2517.3486,2562.7188,2571.1562,338.7997,114785.2427,0.0286,0.0328,0.3871,0.0119,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.5,1350,Profile(20260402_212600).csv,4.1975,5.0363,6.6301,0.4819,0.2322,1.159,1.4731,1.8212,0.1258,0.0158,4.1904,5.0436,6.7767,0.5089,0.2589,3.5594,3.8503,4.8943,0.2178,0.0474,2.096,2.4936,2.9064,0.2157,0.0465,2522.1267,2563.5938,2572.0312,324.7472,105460.7488,0.0287,0.0333,0.3809,0.0116,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.6,1350,Profile(20260402_212615).csv,4.2396,5.1251,6.667,0.5069,0.2569,1.1638,1.4772,1.7648,0.1263,0.016,4.2324,5.1709,6.9427,0.5439,0.2958,3.5748,3.8839,4.94,0.2141,0.0458,2.0899,2.4995,3.0281,0.2232,0.0498,2514.4157,2567.3438,2575.7812,366.0712,134008.1164,0.0285,0.0338,0.1085,0.0075,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.7,1350,Profile(20260402_212630).csv,4.2054,5.0866,6.7561,0.4838,0.234,1.1565,1.4722,1.866,0.1266,0.016,4.1987,5.0742,7.1681,0.5125,0.2627,3.5519,3.859,4.9078,0.209,0.0437,2.0698,2.4602,3.3761,0.215,0.0462,2526.1007,2565.7188,2574.1562,317.6613,100908.6999,0.0294,0.0328,0.3962,0.0208,0.0004
scifi,100,r.TemporalAACurrentFrameWeight,0.8,1350,Profile(20260402_212645).csv,4.2359,5.1387,6.9254,0.5066,0.2566,1.1486,1.4226,1.9173,0.1157,0.0134,4.2291,5.1391,7.3518,0.541,0.2927,3.5599,3.8843,4.9244,0.2076,0.0431,2.1027,2.5219,3.4313,0.2249,0.0506,2519.1026,2568.3438,2576.7812,353.1457,124711.8552,0.0285,0.0328,0.0911,0.0074,0.0001
scifi,100,r.TemporalAACurrentFrameWeight,0.9,1350,Profile(20260402_212701).csv,4.2255,5.1585,6.6341,0.499,0.249,1.1494,1.4185,2.1529,0.116,0.0134,4.2185,5.1671,7.2078,0.533,0.284,3.5599,3.8621,5.0859,0.2159,0.0466,2.1036,2.5033,2.8572,0.2184,0.0477,2520.3775,2565.8438,2574.2812,339.2073,115061.6106,0.0285,0.0328,0.3953,0.0123,0.0002
scifi,100,r.TemporalAACurrentFrameWeight,1.0,1350,Profile(20260402_212716).csv,4.2189,5.0966,6.7722,0.4973,0.2473,1.1533,1.4637,1.7791,0.1216,0.0148,4.212,5.1113,7.168,0.5309,0.2818,3.5606,3.8546,4.6153,0.21,0.0441,2.0773,2.4894,2.9424,0.2186,0.0478,2515.7557,2564.9688,2573.4062,352.6767,124380.8744,0.029,0.0328,0.3891,0.0154,0.0002
scifi,100,r.TemporalAASamples,4,1350,Profile(20260402_212731).csv,4.2121,5.1526,6.7702,0.5175,0.2678,1.1643,1.4612,2.0921,0.1273,0.0162,4.2051,5.1891,6.9239,0.5535,0.3064,3.5532,3.8597,4.9792,0.2115,0.0447,2.0788,2.4797,3.1965,0.2258,0.051,2515.444,2562.6562,2571.0938,345.6546,119477.1108,0.0287,0.0327,0.384,0.012,0.0001
scifi,100,r.TemporalAASamples,8,1350,Profile(20260402_212746).csv,4.198,4.956,6.7069,0.4716,0.2224,1.1188,1.227,1.6519,0.0652,0.0043,4.191,4.9608,6.8756,0.5019,0.2519,3.5457,3.858,4.9444,0.208,0.0432,2.0534,2.4174,3.5015,0.2261,0.0511,2515.5628,2562.7188,2571.1562,345.671,119488.4349,0.0284,0.0318,0.3943,0.012,0.0001
scifi,100,r.TemporalAASamples,16,1350,Profile(20260402_212801).csv,4.2491,5.0973,7.4009,0.4942,0.2442,1.1509,1.4207,1.7413,0.1098,0.0121,4.2424,5.1155,7.5314,0.5208,0.2713,3.5738,3.8846,4.9399,0.2063,0.0425,2.1551,2.6142,3.0751,0.2495,0.0623,2508.6225,2565.3438,2573.7812,378.3327,143135.6434,0.0289,0.0333,0.0932,0.008,0.0001
scifi,100,r.TemporalAASamples,32,1350,Profile(20260402_212816).csv,4.235,5.1345,7.1716,0.5012,0.2512,1.1493,1.4192,1.7827,0.1163,0.0135,4.2282,5.1411,7.1538,0.5423,0.2941,3.5661,3.8816,4.9643,0.2161,0.0467,2.124,2.5541,2.9536,0.2297,0.0528,2515.9717,2565.0938,2573.5312,352.7068,124402.0883,0.0291,0.0338,0.3901,0.0128,0.0002
scifi,100,r.TemporalAASamples,64,1350,Profile(20260402_212831).csv,4.2538,5.1165,6.8719,0.5045,0.2545,1.1571,1.4431,2.4356,0.1277,0.0163,4.2469,5.1236,6.9081,0.5315,0.2825,3.5728,3.8857,4.9154,0.2104,0.0443,2.1135,2.5229,3.61,0.2274,0.0517,2517.2336,2566.4688,2574.9062,352.8839,124527.0272,0.029,0.0353,0.382,0.0126,0.0002
scifi,100,r.TemporalAAFilterSize,0.1,1350,Profile(20260402_212846).csv,4.2152,5.0719,6.5806,0.4922,0.2423,1.1449,1.406,2.0888,0.1162,0.0135,4.2083,5.0745,6.6047,0.5315,0.2825,3.5504,3.8564,4.9616,0.2108,0.0444,2.1082,2.5332,3.2988,0.2288,0.0524,2521.5669,2564.9688,2573.4062,332.097,110288.4159,0.0285,0.0328,0.0748,0.0066,0.0
scifi,100,r.TemporalAAFilterSize,0.25,1350,Profile(20260402_212901).csv,4.2203,5.1146,6.6039,0.4997,0.2497,1.1565,1.4426,1.9114,0.123,0.0151,4.2134,5.1384,7.1084,0.5342,0.2853,3.5443,3.8506,4.9086,0.2077,0.0432,2.107,2.5206,3.8403,0.2296,0.0527,2511.3248,2564.2188,2572.6562,365.6211,133678.7611,0.0284,0.0333,0.0768,0.0068,0.0
scifi,100,r.TemporalAAFilterSize,0.5,1350,Profile(20260402_212917).csv,4.2173,5.1336,6.5561,0.4964,0.2464,1.1513,1.4361,1.7956,0.1209,0.0146,4.2105,5.1516,7.041,0.5276,0.2784,3.5479,3.861,4.905,0.2128,0.0453,2.1118,2.5696,3.0331,0.2379,0.0566,2505.9782,2564.7188,2573.1562,384.3265,147706.8655,0.0282,0.0318,0.0932,0.0066,0.0
scifi,100,r.TemporalAAFilterSize,0.7,1350,Profile(20260402_212932).csv,4.2074,5.0913,6.6321,0.4806,0.231,1.1512,1.4597,1.8689,0.1263,0.016,4.2005,5.1069,7.2527,0.5142,0.2644,3.5431,3.8568,4.9833,0.2095,0.0439,2.1149,2.5552,3.2837,0.2332,0.0544,2504.4003,2562.9688,2571.4062,384.0845,147520.8959,0.0282,0.0308,0.3891,0.0117,0.0001
scifi,100,r.TemporalAAFilterSize,0.9,1350,Profile(20260402_212947).csv,4.2447,5.1114,6.9529,0.4967,0.2467,1.1462,1.4339,2.2366,0.12,0.0144,4.2376,5.1458,6.9877,0.52,0.2704,3.5676,3.8794,4.9358,0.2118,0.0449,2.1074,2.5548,3.0966,0.2327,0.0542,2525.9779,2565.5938,2574.0312,317.6459,100898.8911,0.0286,0.0338,0.3881,0.0126,0.0002
scifi,100,r.TemporalAAFilterSize,0.95,1350,Profile(20260402_213002).csv,4.2038,5.0183,6.8928,0.4699,0.2208,1.1147,1.2083,2.1229,0.0733,0.0054,4.1966,5.029,7.1023,0.5109,0.261,3.5455,3.8636,5.0383,0.2075,0.0431,2.0686,2.4608,2.8736,0.2203,0.0485,2514.6647,2563.7188,2572.1562,352.5237,124272.9307,0.0286,0.0318,0.383,0.0117,0.0001
scifi,100,r.TemporalAAFilterSize,1.0,1350,Profile(20260402_213017).csv,4.2333,5.073,7.1118,0.4852,0.2354,1.1178,1.2103,2.1992,0.0723,0.0052,4.2265,5.1432,7.1847,0.5293,0.2802,3.559,3.8765,4.8832,0.204,0.0416,2.0667,2.4789,3.1164,0.2301,0.0529,2504.6737,2567.2188,2575.6562,396.6247,157311.1455,0.0284,0.0328,0.086,0.0074,0.0001
scifi,100,r.TemporalAA.HistoryScreenPercentage,100,1350,Profile(20260402_213032).csv,4.2443,5.0772,7.5073,0.4891,0.2392,1.1523,1.4286,2.0574,0.1178,0.0139,4.2374,5.0856,7.5192,0.5176,0.2679,3.5657,3.8811,4.9267,0.2068,0.0428,2.1214,2.5366,3.0632,0.2254,0.0508,2524.5313,2566.0938,2574.5312,325.0568,105661.9478,0.0291,0.0343,0.385,0.0125,0.0002
scifi,100,r.TemporalAA.HistoryScreenPercentage,125,1350,Profile(20260402_213047).csv,4.2139,5.1256,6.7906,0.504,0.254,1.1551,1.4563,1.8409,0.1224,0.015,4.2073,5.1303,6.8272,0.5393,0.2908,3.5475,3.853,4.919,0.2097,0.044,2.1076,2.5214,3.0284,0.2243,0.0503,2523.2441,2564.7188,2573.1562,324.8912,105554.267,0.029,0.0323,0.3973,0.0158,0.0003
scifi,100,r.TemporalAA.HistoryScreenPercentage,150,1350,Profile(20260402_213102).csv,4.2129,5.1156,6.6487,0.4925,0.2425,1.1639,1.4734,1.9175,0.1282,0.0164,4.2059,5.1174,7.4215,0.5311,0.2821,3.5465,3.8529,4.901,0.2055,0.0422,2.1152,2.5216,3.0574,0.2272,0.0516,2514.7378,2563.8438,2572.2812,352.534,124280.2096,0.0286,0.0328,0.0963,0.007,0.0
scifi,100,r.TemporalAA.HistoryScreenPercentage,200,1350,Profile(20260402_213117).csv,4.2172,5.1657,6.6352,0.5206,0.271,1.1661,1.4809,1.9807,0.1313,0.0172,4.2106,5.1919,7.0942,0.5572,0.3105,3.5523,3.86,4.973,0.2159,0.0466,2.0907,2.4873,3.0805,0.2179,0.0475,2508.7284,2563.4688,2571.9062,371.8488,138271.5134,0.0287,0.0318,0.3819,0.0117,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.01,1350,Profile(20260402_213132).csv,4.0548,5.0009,6.4036,0.5674,0.3219,1.1547,1.424,1.7671,0.1206,0.0145,4.0477,5.0682,6.4457,0.5975,0.357,3.2662,3.5566,4.6372,0.2111,0.0446,2.096,2.4942,3.9386,0.2224,0.0495,2428.1006,2507.6562,2516.0938,440.5823,194112.7855,0.0169,0.0327,0.0912,0.0077,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.02,1350,Profile(20260402_213148).csv,4.0686,4.9915,6.5032,0.5862,0.3436,1.1596,1.4288,2.0194,0.1278,0.0163,4.0617,5.0658,6.9094,0.6181,0.382,3.2658,3.558,4.6738,0.2157,0.0465,2.1021,2.5252,3.1692,0.2272,0.0516,2444.032,2510.6562,2519.0938,404.6923,163775.8396,0.0172,0.0328,0.3717,0.0124,0.0002
scifi,87,r.TemporalAACurrentFrameWeight,0.04,1350,Profile(20260402_213203).csv,4.0998,5.0574,7.1126,0.6188,0.383,1.1615,1.423,1.6581,0.1223,0.015,4.0927,5.1657,7.4498,0.6492,0.4215,3.2882,3.5888,4.6833,0.2199,0.0484,2.1069,2.5049,3.3212,0.224,0.0502,2429.656,2509.2812,2517.7188,440.8646,194361.6051,0.0177,0.0328,0.1044,0.0092,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.06,1350,Profile(20260402_213218).csv,4.0919,5.0516,6.9353,0.5999,0.3599,1.1525,1.4007,1.8488,0.1141,0.013,4.085,5.1258,7.0546,0.6299,0.3968,3.2897,3.5943,4.6438,0.2167,0.047,2.0796,2.4935,3.2126,0.2215,0.0491,2443.5407,2508.2812,2516.7188,398.7999,159041.399,0.0173,0.0328,0.1034,0.0085,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.1,1350,Profile(20260402_213233).csv,4.0595,4.9679,6.5403,0.5809,0.3374,1.15,1.4138,1.6618,0.1206,0.0145,4.0525,5.0041,6.5486,0.6122,0.3748,3.265,3.5593,4.7265,0.2164,0.0468,2.0815,2.4671,3.1081,0.2218,0.0492,2424.612,2508.0312,2516.4688,450.4088,202868.1161,0.0169,0.0328,0.0901,0.0075,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.2,1350,Profile(20260402_213248).csv,4.0658,5.0506,6.7649,0.6043,0.3652,1.1474,1.4043,1.8053,0.1146,0.0131,4.0588,5.1005,6.7865,0.634,0.4019,3.2636,3.5597,4.7026,0.2161,0.0467,2.0934,2.4866,3.0112,0.2209,0.0488,2428.9938,2506.6562,2515.0938,435.4229,189593.1083,0.0168,0.0318,0.0932,0.0074,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.5,1350,Profile(20260402_213303).csv,4.0656,4.9902,7.1576,0.5894,0.3474,1.1536,1.4313,1.8707,0.1301,0.0169,4.0587,5.0355,7.3134,0.622,0.3869,3.2621,3.5571,4.6497,0.2079,0.0432,2.0954,2.4846,2.9678,0.218,0.0475,2427.1082,2507.0312,2515.4688,440.4022,193954.058,0.0169,0.0328,0.0911,0.0076,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.6,1350,Profile(20260402_213318).csv,4.0832,4.9869,6.6116,0.5798,0.3361,1.1546,1.4212,1.6968,0.118,0.0139,4.076,5.0469,6.6311,0.611,0.3733,3.2916,3.5861,4.7462,0.2214,0.049,2.0887,2.4844,3.3778,0.2244,0.0503,2449.5203,2512.6562,2521.0938,393.8741,155136.8188,0.0179,0.0338,0.3737,0.0131,0.0002
scifi,87,r.TemporalAACurrentFrameWeight,0.7,1350,Profile(20260402_213333).csv,4.054,4.9876,6.5262,0.5793,0.3356,1.1652,1.4367,1.8109,0.1298,0.0168,4.0473,5.0454,6.5341,0.6175,0.3814,3.2613,3.5568,4.6049,0.2068,0.0428,2.0816,2.4817,3.0885,0.2202,0.0485,2427.1445,2508.6562,2517.0938,445.6708,198622.5046,0.017,0.0317,0.3738,0.0121,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,0.8,1350,Profile(20260402_213348).csv,4.0497,4.9793,6.1495,0.5708,0.3258,1.1599,1.4206,2.4924,0.1287,0.0166,4.0426,5.0301,6.3258,0.5982,0.3578,3.2636,3.5548,4.6357,0.2133,0.0455,2.0761,2.4667,3.2798,0.2196,0.0482,2432.9704,2512.7812,2521.2188,441.4659,194892.1567,0.0172,0.0328,0.382,0.0125,0.0002
scifi,87,r.TemporalAACurrentFrameWeight,0.9,1350,Profile(20260402_213403).csv,4.0924,4.9897,6.9411,0.5972,0.3566,1.1486,1.4056,1.7376,0.1171,0.0137,4.0855,5.0775,6.9641,0.6252,0.3909,3.2917,3.5856,4.7132,0.2201,0.0484,2.0956,2.4759,3.3759,0.2181,0.0476,2434.6198,2508.6562,2517.0938,425.5883,181125.4104,0.0175,0.0328,0.0901,0.008,0.0001
scifi,87,r.TemporalAACurrentFrameWeight,1.0,1350,Profile(20260402_213418).csv,4.0502,4.9947,7.1121,0.576,0.3318,1.1456,1.4088,1.975,0.1182,0.014,4.0434,5.0442,7.1335,0.6042,0.3651,3.2652,3.5579,4.6369,0.2132,0.0454,2.0849,2.4756,2.7841,0.2148,0.0462,2428.5349,2508.2812,2516.7188,440.6612,194182.2876,0.0173,0.0327,0.3677,0.0125,0.0002
scifi,87,r.TemporalAASamples,4,1350,Profile(20260402_213434).csv,4.0577,4.9694,6.3939,0.5685,0.3231,1.1395,1.4061,2.2245,0.1193,0.0142,4.0508,5.0101,6.7782,0.6,0.36,3.2654,3.5605,4.8515,0.2137,0.0457,2.0902,2.4794,2.815,0.2157,0.0465,2446.4022,2507.4062,2515.8438,387.3974,150076.7718,0.017,0.0318,0.0922,0.0076,0.0001
scifi,87,r.TemporalAASamples,8,1350,Profile(20260402_213449).csv,4.1047,5.0464,7.2868,0.5931,0.3518,1.108,1.2216,1.9008,0.0683,0.0047,4.0982,5.1026,7.2899,0.6237,0.389,3.2929,3.5898,4.7158,0.2147,0.0461,2.056,2.428,3.0767,0.1873,0.0351,2436.1654,2510.2812,2518.7188,425.8584,181355.3521,0.0172,0.0318,0.0901,0.0079,0.0001
scifi,87,r.TemporalAASamples,16,1350,Profile(20260402_213504).csv,4.0941,5.0473,6.958,0.597,0.3565,1.147,1.4022,1.7851,0.117,0.0137,4.0872,5.0897,7.0039,0.6227,0.3878,3.29,3.5875,4.6593,0.2164,0.0468,2.086,2.4696,2.9005,0.2153,0.0464,2437.8412,2510.0312,2518.4688,420.6304,176929.9618,0.0174,0.0318,0.0962,0.0084,0.0001
scifi,87,r.TemporalAASamples,32,1350,Profile(20260402_213519).csv,4.077,5.0263,6.5102,0.5869,0.3445,1.1402,1.4051,2.0793,0.1246,0.0155,4.07,5.0722,6.6787,0.6192,0.3834,3.2636,3.5606,4.6806,0.2149,0.0462,2.0946,2.5036,3.5355,0.2276,0.0518,2423.6016,2510.7812,2519.2188,460.4703,212032.9023,0.0169,0.0318,0.0829,0.0073,0.0001
scifi,87,r.TemporalAASamples,64,1350,Profile(20260402_213534).csv,4.0565,4.9998,6.9323,0.5965,0.3558,1.1458,1.4118,1.9572,0.1188,0.0141,4.0495,5.0451,6.9236,0.6293,0.396,3.2605,3.5545,4.6407,0.2108,0.0444,2.1001,2.4954,2.9075,0.2173,0.0472,2433.867,2507.9062,2516.3438,425.4567,181013.3633,0.017,0.0308,0.3706,0.0121,0.0001
scifi,87,r.TemporalAAFilterSize,0.1,1350,Profile(20260402_213549).csv,4.086,5.0362,6.8744,0.6017,0.362,1.1503,1.4141,1.7187,0.1182,0.014,4.079,5.0616,6.9135,0.6245,0.39,3.2766,3.5765,4.6428,0.2125,0.0452,2.0891,2.4833,2.8648,0.2175,0.0473,2448.3099,2511.2812,2519.7188,393.6792,154983.2919,0.0175,0.0328,0.084,0.0083,0.0001
scifi,87,r.TemporalAAFilterSize,0.25,1350,Profile(20260402_213604).csv,4.0819,5.0572,6.8544,0.5893,0.3473,1.1218,1.2619,1.8834,0.0758,0.0057,4.0751,5.0868,6.8901,0.611,0.3733,3.2804,3.5791,4.7157,0.213,0.0454,1.9957,2.3474,3.1323,0.187,0.035,2452.6892,2510.0312,2518.4688,376.1543,141492.0895,0.0171,0.0317,0.0912,0.0073,0.0001
scifi,87,r.TemporalAAFilterSize,0.5,1350,Profile(20260402_213619).csv,4.0759,4.9834,7.0151,0.5711,0.3262,1.1089,1.2421,1.9607,0.0768,0.0059,4.069,5.0903,7.0298,0.6124,0.375,3.2829,3.5813,4.8533,0.2132,0.0455,2.0622,2.4821,2.8719,0.2247,0.0505,2399.9703,2511.2812,2519.7188,517.7853,268101.5682,0.0172,0.0318,0.0962,0.0082,0.0001
scifi,87,r.TemporalAAFilterSize,0.7,1350,Profile(20260402_213634).csv,4.0803,5.0583,6.5692,0.5905,0.3486,1.1568,1.4426,1.8862,0.1321,0.0175,4.0732,5.1185,6.5982,0.6172,0.381,3.2601,3.5561,4.6473,0.2175,0.0473,2.0008,2.3799,2.9116,0.1957,0.0383,2434.3835,2508.4062,2516.8438,425.5469,181090.1553,0.0164,0.0261,0.0789,0.0071,0.0001
scifi,87,r.TemporalAAFilterSize,0.9,1350,Profile(20260402_213649).csv,4.0952,5.0487,6.8725,0.6039,0.3648,1.1391,1.3899,1.8352,0.1199,0.0144,4.0885,5.0789,6.8736,0.6307,0.3978,3.2766,3.59,4.6752,0.2195,0.0482,2.109,2.5183,3.13,0.2314,0.0536,2447.4221,2510.5312,2518.9688,393.5365,154870.9814,0.0176,0.0327,0.0921,0.0082,0.0001
scifi,87,r.TemporalAAFilterSize,0.95,1350,Profile(20260402_213704).csv,4.0868,5.0182,7.1617,0.5901,0.3482,1.1488,1.4053,2.163,0.1195,0.0143,4.0796,5.0513,7.1845,0.6214,0.3862,3.2925,3.5881,4.6296,0.2227,0.0496,2.1092,2.5016,3.1702,0.2164,0.0468,2431.536,2509.2812,2517.7188,435.8784,189990.0178,0.0175,0.0317,0.4055,0.0134,0.0002
scifi,87,r.TemporalAAFilterSize,1.0,1350,Profile(20260402_213720).csv,4.0618,5.0273,6.7735,0.6086,0.3704,1.1309,1.3806,1.7313,0.1118,0.0125,4.0548,5.0604,6.8321,0.633,0.4007,3.2663,3.5546,4.6465,0.2177,0.0474,2.095,2.5079,3.4065,0.229,0.0524,2429.3824,2510.9062,2519.3438,446.0818,198988.9915,0.017,0.0327,0.0922,0.0078,0.0001
scifi,87,r.TemporalAA.HistoryScreenPercentage,100,1350,Profile(20260402_213735).csv,4.0702,5.0652,6.4791,0.6123,0.3749,1.1654,1.4547,1.8344,0.1299,0.0169,4.0634,5.1387,6.503,0.6419,0.4121,3.2656,3.5573,4.6344,0.2142,0.0459,2.0827,2.4766,2.9079,0.2219,0.0492,2439.0117,2509.5312,2517.9688,415.2437,172427.2991,0.0168,0.0317,0.089,0.0072,0.0001
scifi,87,r.TemporalAA.HistoryScreenPercentage,125,1350,Profile(20260402_213750).csv,4.0869,5.0427,6.9743,0.59,0.3481,1.1415,1.425,1.8854,0.1269,0.0161,4.08,5.0946,7.104,0.6228,0.3879,3.2972,3.5872,4.671,0.2204,0.0486,2.093,2.4998,3.2288,0.2315,0.0536,2436.6018,2507.2188,2515.6562,414.8336,172086.9182,0.0174,0.0323,0.0942,0.0087,0.0001
scifi,87,r.TemporalAA.HistoryScreenPercentage,150,1350,Profile(20260402_213805).csv,4.1015,5.0629,6.6849,0.611,0.3734,1.1484,1.4002,1.8795,0.1166,0.0136,4.0949,5.1312,6.7025,0.6413,0.4113,3.2804,3.5797,4.6093,0.2099,0.0441,2.11,2.5232,3.0028,0.2288,0.0523,2421.3255,2510.2812,2518.7188,465.0846,216303.6807,0.018,0.0338,0.3799,0.016,0.0003
scifi,87,r.TemporalAA.HistoryScreenPercentage,200,1350,Profile(20260402_213820).csv,4.0461,5.0198,6.3273,0.586,0.3434,1.1392,1.3935,1.9192,0.121,0.0146,4.0392,5.0761,6.344,0.6165,0.3801,3.2716,3.5656,4.6418,0.2177,0.0474,2.0655,2.4393,2.8104,0.2143,0.0459,2438.0518,2508.5312,2516.9688,415.0803,172291.6354,0.0176,0.0307,0.3851,0.0185,0.0003
scifi,71,r.TemporalAACurrentFrameWeight,0.01,1350,Profile(20260402_213835).csv,3.831,4.6997,6.579,0.5237,0.2742,1.1015,1.2588,1.6568,0.0818,0.0067,3.824,4.7998,6.7946,0.5532,0.306,2.9299,3.2391,4.3057,0.2204,0.0486,1.999,2.338,2.6708,0.1774,0.0315,2331.0161,2435.3125,2443.75,494.0734,244108.529,0.0182,0.0338,0.0666,0.0082,0.0001
scifi,71,r.TemporalAACurrentFrameWeight,0.02,1350,Profile(20260402_213850).csv,3.833,4.6746,6.246,0.5214,0.2719,1.131,1.44,2.171,0.1346,0.0181,3.8261,4.7395,6.2818,0.5495,0.3019,2.925,3.2344,4.3066,0.2115,0.0447,2.1123,2.5262,2.9739,0.2255,0.0508,2328.5931,2436.5625,2445.0,502.3862,252391.9201,0.0186,0.0348,0.0676,0.0087,0.0001
scifi,71,r.TemporalAACurrentFrameWeight,0.04,1350,Profile(20260402_213905).csv,3.8971,4.7604,6.7003,0.5366,0.288,1.1467,1.4616,1.9135,0.134,0.018,3.8898,4.8156,6.726,0.5654,0.3196,2.9479,3.2638,4.3319,0.2154,0.0464,2.1311,2.5571,3.3947,0.2384,0.0568,2311.4059,2437.5312,2445.9688,540.7335,292392.6766,0.0193,0.0384,0.0655,0.0093,0.0001
scifi,71,r.TemporalAACurrentFrameWeight,0.06,1350,Profile(20260402_213920).csv,3.8349,4.6426,6.6377,0.5169,0.2672,1.1192,1.4298,2.2028,0.1397,0.0195,3.828,4.6929,6.6679,0.5469,0.2991,2.9272,3.2324,4.3498,0.2172,0.0472,2.1116,2.5238,2.9868,0.2253,0.0508,2321.9647,2435.3125,2443.75,513.9249,264118.8327,0.0185,0.0338,0.0666,0.0085,0.0001
scifi,71,r.TemporalAACurrentFrameWeight,0.1,1350,Profile(20260402_213935).csv,3.8937,4.7893,6.6189,0.5604,0.3141,1.1495,1.4634,2.1155,0.1342,0.018,3.8868,4.8445,6.6406,0.5842,0.3413,2.958,3.2649,4.3723,0.2149,0.0462,2.1248,2.57,3.0228,0.2357,0.0555,2326.0441,2437.7812,2446.2188,510.5274,260638.2625,0.0191,0.0358,0.0952,0.0091,0.0001
scifi,71,r.TemporalAACurrentFrameWeight,0.2,1350,Profile(20260402_213951).csv,3.8333,4.701,6.5036,0.5453,0.2974,1.1438,1.4684,2.1392,0.1456,0.0212,3.8262,4.7542,7.0306,0.5713,0.3264,2.9277,3.2341,4.3054,0.2113,0.0446,2.0879,2.4838,2.8847,0.2178,0.0475,2328.3644,2434.4375,2442.875,497.9401,247944.3845,0.0185,0.0338,0.0676,0.0083,0.0001
